status	glyphs	meaning	note	similar_in_my_dictionary
missing_attested	𓊃 𓊪 𓅮 𓄿	Sepa; bearded; [facial characteristic (bearded?)]	ZpA, spA, zpꜣ (noun) [tla, vygus, wikidata]	𓊃 𓊪 𓅮 = centipede (line 11979)
missing_attested	𓉻 𓂝 𓄿 𓂝 𓁸	a symptom of disease of the hair (falling out ?); condition of the hair; [a symptom of illness relating to hair loss (?)]; A symptom of illness relating to hair loss. The meaning of this term is uncertain.	aAa, ꜥꜣꜥ (noun) [vygus, wikidata, wiktionary]	𓉻 𓂝 𓄿 𓂝 𓂺 =  (line 11446) ; 𓉻 𓂝 𓄿 𓂝 𓂺 = divine seed (sperm) (line 11447)
missing_attested	𓉻 𓂝 𓄿 𓅓 𓅱 𓏏 𓆰 𓏥	a cultivated plant; (a plant); [a cultivated plant]	aAm wt, aAmw, ꜥꜣm.wt (noun) [tla, vygus, wikidata]	𓉻 𓂝 𓄿 𓅓 = Asiatic (line 11456) ; 𓉻 𓂝 𓄿 𓅓 = Asiatic (line 11457)
missing_attested	𓂝 𓆓 𓂧 𓇋 𓏲 𓀔 𓉻 𓏛	seer (Sem. loan word); an Ecstatic (at Court of King of Byblos); a Court Page	aDd-aA, aDd aA, ꜥḏd-ꜥꜣ (noun) [tla, vygus, wikidata]	𓂝 𓆓 𓌸 𓂝 𓈘 𓈇 = Administrator (line 35) ; 𓂝 𓆓 𓌸 𓂝 𓈘 𓈇 = Administrator (line 1484)
missing_attested	𓊹 𓉥	adze-like instrument used in the Opening-of-the-mouth ceremony; (device used in opening of the mouth ); [adze-like instrument used in the Opening-of-the-mouth ceremony]	aH-nTr, aH nTr, ꜥḥ-nṯr (noun) [tla, vygus, wikidata]	
missing_attested	𓂚 𓅱 𓅆 𓅆	the two fighters (Horus and Seth); the two disputant gods (Horus + Seth)	aHA wi, aHAwy, ꜥḥꜣ.wï (noun) [tla, vygus, wikidata]	𓂚 𓅱 𓌕 = arrow, weapons (line 1222)
missing_attested	𓂝 𓈙 𓅱 𓏏 𓀁 𓏪	crying (of a child); crying; yelling; screams	aS wt, aSAwt, aSwt, ꜥš.wt (noun) [tla, vygus, wikidata]	𓂝 𓈙 𓆈 = lizard (line 1588) ; 𓂝 𓈙 𓏏 𓏮 = abundant (line 1590)
missing_attested	𓂝 𓃀 𓄐 𓀁	(unknown); to dirty; to pollute; to be dirty or impure, to pollute	ab, ꜥb (verb) [vygus, wikidata, wiktionary]	𓂝 𓃀 =  (line 1311) ; 𓂝 𓃀 𓂝 𓀁 = boast, boasting, exageration (line 1312)
missing_attested	𓂝 𓃀 𓏏 𓎺 𓏏 𓉐	abet-wesekhet (sanctuary in a temple); (a room in the Anubis Shrine)	ab t-wsx t, abt wsxt, ꜥb.t-wsḫ.t (noun) [tla, vygus, wikidata]	𓂝 𓃀 𓏏 𓄏 𓏛 𓆞 𓏏 𓐎 = inter corpse (line 1329) ; 𓂝 𓃀 𓏏 𓄏 𓏜 = attachment, connection(s) (line 1357)
missing_attested	𓄿 𓎼 𓎼 𓏏 𓆰	noun; pith (of reed stalk); pulp (of the nebit-reed) (med.)	agg t, Aggt, ꜣgg.t (noun) [tla, vygus, wikidata]	𓄿 𓎼 𓁹 𓃀 𓅡 = look! ~bu ? (line 4660)
missing_attested	𓂝 𓈖 𓎛 𓃀 𓏏	pied kingfisher	anHb t, anHbt, an Hbt, ꜥnḥb.t (noun) [tla, vygus, wikidata]	𓂝 𓈖 𓁹 = eye (line 1520) ; 𓂝 𓈖 𓁺 𓏛 = kind, magnificent (line 1522)
missing_attested	𓂝 𓈖 𓏭 𓄹	a cut of beef; (a body part of cattle); [a cut of beef]	ani, any, ꜥnï (noun) [tla, vygus, wikidata]	𓂝 𓈖 𓁹 = eye (line 1520) ; 𓂝 𓈖 𓁺 𓏛 = kind, magnificent (line 1522)
missing_attested	𓂝 𓈖 𓈖 𓃀 𓅱	a small white bird; (a small white bird); [a small white bird]	annb w, annbw, ꜥnnb.w (noun) [tla, vygus, wikidata]	𓂝 𓈖 𓈖 𓂻 = turn back (line 1567) ; 𓂝 𓈖 𓈖 𓂻 = turn back (line 1568)
missing_attested	𓎺 𓊪 𓇋 𓇋 𓅪 𓏥	flying ones (enemies); (a hostile creature)	ap yw, apy, ꜥp.yw (noun) [tla, vygus, wikidata]	
missing_attested	𓂝 𓈎 𓄿 𓇋 𓇋 𓊛	a transport ship; Fishing boat; Transport boat; [a transport ship]	aqA y, aqAy, ꜥqꜣ.y (noun) [tla, vygus, wikidata]	𓂝 𓈎 𓄿 𓇋 𓇋 𓂭 𓂭 𓏜 = a straight-dealer (line 1513) ; 𓂝 𓈎 𓄿 𓇋 𓇋 𓏏 𓂭 𓂭 𓏜 = true balancing (line 1514)
missing_attested	𓅧 𓈎 𓇋 𓇋 𓂻	solemn entry (of kings); ceremonial entrance (of the king); ceremonial entrance of the king	aqy, ꜥq.y, ꜥqy (noun) [vygus, wikidata, wiktionary]	𓅧 𓈎 𓂻 = enter, charge, come in, have the entree, set (of sun), run aground, be noticed (line 5440) ; 𓅧 𓈎 𓂻 𓄣 𓏤 = become intimate (line 5443)
missing_attested	𓂝 𓂋 𓏏 𓏭 𓉿 𓉿	pair of door leaves; door leaves	ar ti, arty, ꜥr.tï (noun) [tla, vygus, wikidata]	𓂝 𓂋 𓏏 𓄒 = jaw (line 1286) ; 𓂝 𓂋 𓏏 𓄒 = jaw (line 1287)
missing_attested	𓂝 𓂋 𓅱 𓏏 𓈒 𓏥	diseased substance (in a boil or tumor); contagious matter (of disease); bile ?; [diseased substance (in a boil or tumor)]	ar wt, arwt, ꜥr.wt (noun) [tla, vygus, wikidata]	𓂝 𓂋 𓂋 𓅱 𓏏 = gate (line 1254) ; 𓂝 𓂋 𓂋 𓅱 𓏏 𓊋 = gate (line 1255)
missing_attested	𓂝 𓂋 𓂝 𓂋 𓆱	(unknown); [relating to renovation of divine barks]; A term relating to the renovation of divine barques. The meaning of this term is uncertain.	arar, ꜥrꜥr (noun) [vygus, wikidata, wiktionary]	𓂝 𓂋 𓂝 𓂋 𓄹 = chin? (line 1257)
missing_attested	𓍼 𓈎 𓅱 𓏪	welts (med.); welts; weals	arq w, arqw, ꜥrq.w (noun) [tla, vygus, wikidata]	𓍼 𓈎 = don (a garment) (line 17183) ; 𓍼 𓈎 𓀁 = swear (line 17184)
missing_attested	𓂝 𓂋 𓈎 𓍼 𓆳 𓏏 𓎱	year's end (i.e.; last day of the year); year's end (i.e., last day of the year); last day of the year (as a festival), New Year's Eve	arq y-rnp t, ꜥrq.y-rnp.t, ꜥrq-rnpt (noun) [tla, wikidata, wiktionary]	𓂝 𓂋 𓈎 𓍼 𓏛 = bent (line 1270) ; 𓂝 𓂋 𓈎 𓍼 𓏛 = don (a garment) (line 1278)
missing_attested	𓂝 𓂋 𓏏 𓏭 𓈘	a body of water in Upper Egypt; (a body of water in Upper Egypt); [a body of water in Upper Egypt]	art i, arty, ꜥrt.ï (noun) [tla, vygus, wikidata]	𓂝 𓂋 𓏏 𓄒 = jaw (line 1286) ; 𓂝 𓂋 𓏏 𓄒 = jaw (line 1287)
missing_attested	𓃀 𓅡 𓇉	cheetah; Cheetah	bA-mH wi, bA mH, bꜣ-mḥ.wï (noun) [tla, vygus, wikidata]	𓃀 𓅡 𓃀 𓅡 𓅱 𓉐 = hole (line 2770) ; 𓃀 𓅡 𓃀 𓅡 𓅱 𓉐 = hole (socket of eye, apertures of head) (line 2831)
missing_attested	𓃀 𓅡 𓎛 𓇋 𓇋 𓏏	under-kilt (?); beaded apron (ceremonial use)	bAH yt, bAHyt, bꜣḥ.yt (noun) [tla, vygus, wikidata]	𓃀 𓅡 𓃀 𓅡 𓅱 𓉐 = hole (line 2770) ; 𓃀 𓅡 𓃀 𓅡 𓅱 𓉐 = hole (socket of eye, apertures of head) (line 2831)
missing_attested	𓃀 𓆓 𓈖 𓆓 𓈖 𓅪	verb; (unknown); [verb]	bDnDn, bDn, bḏnḏn (verb) [tla, vygus, wikidata]	
missing_attested	𓃀 𓎁 𓇋 𓇋 𓂡	reed worker; Reed Cutter; Reed Worker	bT y, bTy, bṯ.y (noun) [tla, vygus, wikidata]	𓃀 𓎁 𓏏 = run (line 3218) ; 𓃀 𓎁 𓏏 = run (line 3219)
missing_attested	𓃀 𓇋 𓄿 𓄑 𓈖 𓇯 𓈒 𓏥	iron; meteor iron ?; siderite ?	biA-n-p t, biA n pt, bꞽꜣ-n-p.t (noun) [tla, vygus, wikidata]	𓃀 𓇋 𓄿 𓅱 𓊌 𓏥 = mining region, a mine (line 2941) ; 𓃀 𓇋 𓄿 𓈞 𓈅 𓈒 𓏥 = heaven, firmament (line 2961)
missing_attested	𓃀 𓅡 𓄿 𓏭 𓂋 𓏤 𓊛	sea-going ship; transport ship; baris (a type of flat-bottomed freighter used on the Nile)	br, byr, bꞽr, bꜣjr (noun) [vygus, wikidata, wiktionary]	𓃀 𓅡 𓄿 𓈎 𓆭 𓏌 𓏥 = moringa oil (line 2822) ; 𓃀 𓅡 𓄿 𓈎 = oily, bright (line 2823)
missing_attested	𓃀 𓋴 𓄜	Bes; Bes, the god protector of households and mothers, children and childbirth	bs, Bs (noun) [vygus, wikidata, wiktionary]	𓃀 𓋴 𓆛 𓂻 = introduce (someone into) (line 3153) ; 𓃀 𓋴 𓆛 = secret image (of god) (line 3155)
missing_attested	𓃀 𓋴 𓈖 𓏏 𓈔	burin; etching needle; engraving tool	bsn t, bsnt, bsn.t (noun) [tla, vygus, wikidata]	𓃀 𓋴 𓆛 𓂻 = introduce (someone into) (line 3153) ; 𓃀 𓋴 𓆛 = secret image (of god) (line 3155)
missing_attested	𓃀 𓅱 𓂦 𓂋	sacred room (in the temple); a sacred room in a Temple	bw-Dsr, bw Dsr, bw-ḏsr (noun) [tla, vygus, wikidata]	𓃀 𓅱 = place (line 2883) ; 𓃀 𓅱 = detest (line 2886)
missing_attested	𓅟	(unknown); [expression associated with ship building]; Triliteral phonogram for dšr (“red”).; Determinative used in dšr (“flamingo, red”).	dSr, dšr, 𓅟 (none) [vygus, wikidata, wiktionary]	
missing_attested	𓂧 𓃀 𓇋 𓇋 𓏏 𓈒 𓏥	a kind of cloth; (a substance; a material); [a kind of cloth]	db yt, dbyt, db.yt (noun) [tla, vygus, wikidata]	𓂧 𓃀 𓈖 𓏏 𓁸 = lock of hair (line 365) ; 𓂧 𓃀 𓈖 𓏏 𓁸 = lock of hair (line 2006)
missing_attested	𓂧 𓃀 𓇋 𓇋 𓏲 𓏏 𓆱 𓏥	yoke arms; (part of chariot; or it's shaft) ?	dby wt, dbyt, dby.wt (noun) [tla, vygus, wikidata]	𓂧 𓃀 𓈖 𓏏 𓁸 = lock of hair (line 365) ; 𓂧 𓃀 𓈖 𓏏 𓁸 = lock of hair (line 2006)
missing_attested	𓂧 𓎼 𓄿 𓅓 𓏏 𓁻	unconsciousness	dgm t, dgmt, dgm.t (noun) [tla, vygus, wikidata]	𓂧 𓎼 𓄿 𓇋 = hide (line 2457) ; 𓂧 𓎼 𓄿 𓇋 𓇋 𓁼 = see, behold (line 2460)
missing_attested	𓏤 𓏤 𓏤 𓏤 𓏤	five; group of five (of people)	di w, dꞽ.w, djw (num) [tla, wikidata, wiktionary]	𓏤 𓏤 𓏤 𓏤 𓏤 𓏤 𓏤 𓏤 𓏌 𓊖 = (locality) Hermopolis (line 19957) ; 𓏤 𓏤 𓏤 𓏤 𓏤 𓏤 𓏤 𓏤 𓏌 𓊖 𓃹 𓏌 𓊖 𓐋 𓈖 𓏌 𓊖 𓐁 𓍵 𓋴 𓋴 = Err:509 (line 19960)
missing_attested	𓂧 𓈖 𓎛 𓋴 𓏏 𓌪 𓈔	metal tool (knife?); a metal tool; [metal tool (knife?)]	dnHs t, dnHst, dnḥs.t (noun) [tla, vygus, wikidata]	𓂧 𓈖 𓎛 𓆃 = wing (line 2254)
missing_attested	𓇼 𓏏 𓏤 𓆰 𓏥	(a plant); [a plant (med.)]; a type of medicinal plant	dwAt, dwꜣ.t, dwꜣt (noun) [vygus, wikidata, wiktionary]	𓇼 𓏏 𓏤 = hour (line 9046) ; 𓇼 𓏏 𓏤 = priesthood (line 9047)
missing_attested	𓆑 𓈖 𓂧 𓂉 𓏤 𓄹 𓈖 𓋞	yellow bill (a kind of fowl); yellow billed (poultry)	fnD-n-nbw, fnD n nbw, fnḏ-n-nbw (noun) [tla, vygus, wikidata]	𓆑 𓈖 𓂧 𓂉 = nose (line 6637)
missing_attested	𓎼 𓄿 𓃀 𓏏 𓏭 𓁸 𓏥	eyelash	gAb ti, gAbty, gꜣb.tï (noun) [tla, vygus, wikidata]	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
missing_attested	𓎼 𓇋 𓆑 𓏏	vervet (long-tailed monkey); (female) green monkey	gif t, gift, gꞽf.t (noun) [tla, vygus, wikidata]	𓎼 𓇋 𓆑 = monkey (line 18511) ; 𓎼 𓇋 𓆑 = monkey (line 18819)
missing_attested	𓎼 𓋴 𓆑 𓏌	a small desert mammal; striped polecat; [a small desert mammal]	gsfn w, gsfnw, gsfn.w (noun) [tla, vygus, wikidata]	𓎼 𓋴 𓐛 = side, border (of land), half, half-aroura (line 18862) ; 𓎼 𓋴 𓐛 𓏏 𓂻 = speed, run, course (line 18863)
missing_attested	𓉔 𓂧 𓂧 𓅱 𓏏	famine; faintness (from hunger)	hddw t, hddwt, hddw.t (noun) [tla, vygus, wikidata]	𓉔 𓂧 𓀁 = bregma (front of the head) (line 11182) ; 𓉔 𓂧 𓈖 𓆰 = A plant (line 11184)
missing_attested	𓉔 𓉔 𓇋 𓇋 𓏏 𓄔	a form of deafness (med.); tinnitus; insensitivity; [a form of deafness (med.)]	hhy t, hhyt, hhy.t (noun) [tla, vygus, wikidata]	𓉔 𓉔 𓏮 𓊮 = blast (of fire, of heat of sun, of disease) (line 11337)
missing_attested	𓉔 𓇋 𓅱 𓈉	beast; monster (donkey); evil snake; snake fiend ?; beast, monster (donkey)	hi w, hiw, hꞽ.w (noun) [tla, vygus, wikidata]	𓉔 𓇋 𓂸 𓀀 = husband (line 11288) ; 𓉔 𓇋 𓂸 𓀀 = husband (line 11289)
missing_attested	𓉔 𓇋 𓅱 𓏏	creature that threatens the dead; monstrous; [creature that threatens the dead]	hiw t, hiwt, hꞽw.t (noun) [tla, vygus, wikidata]	𓉔 𓇋 𓂸 𓀀 = husband (line 11288) ; 𓉔 𓇋 𓂸 𓀀 = husband (line 11289)
missing_attested	𓉔 𓈖 𓉔 𓈖 𓏌 𓅱 𓈗	a solar bark; surge wave; surf (in Hereafter); [a solar bark]	hnhn w, hnhnw, hnhn.w (noun) [tla, vygus, wikidata]	𓉔 𓈖 𓇋 𓇋 𓀠 = praise (of god or king) (line 11310) ; 𓉔 𓈖 𓇋 𓇋 𓀠 = praise (line 11311)
missing_attested	𓉔 𓈖 𓏌 𓅱 𓇋 𓇋 𓏏 𓈒 𓏥	part of the djaret-fruit (med.); grain usury; (a part of the DArt fruit ?); [part of the djaret-fruit (med.)]	hnwy t, Hnwy t, hnwyt, hnwy.t (noun) [tla, vygus, wikidata]	𓉔 𓈖 𓏌 𓅱 𓏌 = jar, measure of about half litre (line 11339)
missing_attested	𓈏 𓏭 𓃂 𓈗 𓏏 𓊖	pure mound (burial place for a part of Osiris's body); abaton (Gr.); pure mound (burial place for a part of Osiris's body); abaton (Gr.); any one of the many sacred cult sites where a body part of the dismembered Osiris was claimed to be buried, most commonly the site on Bigeh; abaton	iA t-wab t, ꞽꜣ.t-wꜥb.t, jꜣt wꜥbt (noun) [tla, wikidata, wiktionary]	
missing_attested	𓇋 𓄿 𓏏 𓏏 𓏛	noun; (unknown); [noun]	iA tit, iAtt, ꞽꜣ.tït (noun) [tla, vygus, wikidata]	𓇋 𓄿 𓏏 = mutilation  G (line 7777) ; 𓇋 𓄿 𓏏 = office, function (line 7778)
missing_attested	𓇋 𓄿 𓎼 𓅱 𓏏 𓈒 𓏥	a med. substance; medicinal ingredient ?; [a med. substance]	iAg t, iAgwt, ꞽꜣg.t (noun) [tla, vygus, wikidata]	𓇋 𓄿 𓎼 𓅱 = ~ jaw (line 8592)
missing_attested	𓇋 𓄿 𓎡 𓃀 𓇋 𓇋 𓏏 𓁸 𓁐	mourning woman; wailer	iAkb yt, iAkbyt, ꞽꜣkb.yt (noun) [tla, vygus, wikidata]	𓇋 𓄿 𓎡 𓃀 𓇋 𓇋 𓁸 𓏥 = mourners (line 399) ; 𓇋 𓄿 𓎡 𓃀 𓇋 𓇋 𓁸 𓏥 = mourners (line 400)
missing_attested	𓇋 𓄿 𓏏 𓅂 𓂿	mutilation; maiming	iAtyw, iATyw, jꜣtjw () [middle-egyptian, vygus, wiktionary]	𓇋 𓄿 𓏏 𓅂 = shambles (line 7786)
missing_attested	𓇋 𓂝 𓈗 𓁷 𓏤 𓎱	Washing-the-face (a ceremony); (a ceremony)	ia-Hr, ia Hr Hb, ꞽꜥ-ḥr (noun) [tla, vygus, wikidata]	𓇋 𓂝 𓈗 = wash (line 7521) ; 𓇋 𓂝 𓈗 𓂡 = wash, wash out (an inscription etc) (line 7522)
missing_attested	𓇋 𓂝 𓃀 𓄏	heap up (corn with a pitchfork); rake up; to rake together and heap up (grain) with a pitchfork	iab, jꜥb () [middle-egyptian, vygus, wiktionary]	𓇋 𓂝 𓃀 𓄏 𓏛 = be united (line 7513)
missing_attested	𓇋 𓃀 𓉔 𓏏 𓏭 𓊌	gneiss; a kind of mineral; further details are uncertain. Possibilities include; a kind of mineral; further details are uncertain. Possibilities include:	ibh ti, ꞽbh.tï, jbhtj (noun) [tla, wikidata, wiktionary]	𓇋 𓃀 𓉔 𓏏 𓈉 = (locality) Ibhet (line 7656) ; 𓇋 𓃀 𓉔 𓏏 𓏮 𓊌 = Ibhet-stone (line 7658)
missing_attested	𓇋 𓃀 𓈖 𓏌 𓅱 𓈒 𓏥	alum; vitriolic salts (gen.); alum; vitriolic salts (gen.)	ibn w, ibnw, ꞽbn.w (noun) [tla, vygus, wikidata]	𓇋 𓃀 𓄫 𓅱 𓄛 𓏤 = Barbary sheep (line 7452) ; 𓇋 𓃀 𓄫 𓅱 𓄛 𓏤 = Barbary sheep (line 7635)
missing_attested	𓇋 𓃀 𓊃 𓆱	part of a boat (bow-timbers?); (a wooden part of ship); [part of a boat (bow-timbers?)]	ibz, ibs, ꞽbz (noun) [tla, vygus, wikidata]	𓇋 𓃀 𓄫 𓅱 𓄛 𓏤 = Barbary sheep (line 7452) ; 𓇋 𓃀 𓄫 𓅱 𓄛 𓏤 = Barbary sheep (line 7635)
missing_attested	𓇋 𓂧 𓏇 𓇋 𓏏 𓍱	high quality linen; valuable red linen	idm yt, idmit, ꞽdm.yt (noun) [tla, vygus, wikidata]	𓇋 𓂧 𓏇 𓇋 𓋳 = red linen (line 7579) ; 𓇋 𓂧 𓏇 𓇋 𓋳 = red linen (line 7580)
missing_attested	𓇋 𓆑 𓂧 𓈇	square; rectangle; square (plot of land); rectangular parcel of land	ifd, ꞽfd, jfd (noun) [vygus, wikidata, wiktionary]	𓇋 𓆑 𓂧 𓏏 𓏥 = a four, quartette (line 7848) ; 𓇋 𓆑 𓂧 𓂢 𓏥 = quadruple (line 7849)
missing_attested	𓏶 𓎛 𓈟 𓅱 𓊤 𓊤 𓊤	chief helmsman; Duty Officer of the Aft deck; Chief Navigator	im i-Hmw w, imi Hmww, ꞽm.ï-ḥmw.w (noun) [tla, vygus, wikidata]	
missing_attested	𓏶 𓅓 𓉔 𓂋 𓅱 𓇳 𓏤 𓆑	one who is on duty for the day; person on duty for the day, in particular as a sentry; duty officer	im i-hrw=f, ꞽm.ï-hrw=f, jmj hrw.f (noun) [tla, wikidata, wiktionary]	𓏶 𓅓 𓏏 𓏛 𓏥 𓉐 𓏤 = will, testament (line 4929) ; 𓏶 𓅓 𓏏 𓏛 𓏥 𓉐 𓏤 = will, testament (line 20075)
missing_attested	𓏶 𓅓 𓈗 𓆟 𓆊 𓏪	what is in the water (aquatic fauna); water animals, aquatic fauna	im i-mw, ꞽm.ï-mw, jmw-mw (noun) [tla, wikidata, wiktionary]	𓏶 𓅓 𓏏 𓏛 𓏥 𓉐 𓏤 = will, testament (line 4929) ; 𓏶 𓅓 𓏏 𓏛 𓏥 𓉐 𓏤 = will, testament (line 20075)
missing_attested	𓅓 𓂋 𓋴 𓃀 𓇼	overseer of steering (?) (or pilots?); Overseer of the Coxes; Overseer of Helmsmen	im i-rʾ-sbA w, imy r sAw, ꞽm.ï-rʾ-sbꜣ.w (noun) [tla, vygus, wikidata]	𓅓 𓂋 = overseer (line 4710) ; 𓅓 𓂋 = overseer (line 4711)
missing_attested	𓅓 𓂋 𓅱 𓏏 𓆇	overseer of embalmers; Overseer of Embalmers	im i-rʾ-wt iw, imy r wtyw, ꞽm.ï-rʾ-wt.ïw (noun) [tla, vygus, wikidata]	𓅓 𓂋 𓅱 𓏏 𓇯 𓏮 𓂋 = absent from (line 4713)
missing_attested	𓏶 𓅓 𓇾 𓈇 𓏤	what is in the earth (snakes); what is in the earth (stone); those who are on the ground (description of snakes)	im i-tA, imy tA, ꞽm.ï-tꜣ (noun) [tla, vygus, wikidata]	𓏶 𓅓 𓏏 𓏛 𓏥 𓉐 𓏤 = will, testament (line 4929) ; 𓏶 𓅓 𓏏 𓏛 𓏥 𓉐 𓏤 = will, testament (line 20075)
missing_attested	𓇋 𓐝 𓅓 𓋴 𓏏 𓆰	a symptom of aging (med.); dill	imS t, ims t, ꞽms.t, jmst (noun) [tla, wikidata, wiktionary]	𓇋 𓐝 𓅓 =  (line 8563) ; 𓇋 𓐝 𓅓 = pigment (line 8565)
missing_attested	𓇋 𓈖 𓇋 𓅱	interrogative part.; (used in questions); [interrogative part.]	in-iw, in iw, ꞽn-ꞽw (part) [tla, vygus, wikidata]	𓇋 𓈖 = by, so says (line 7974) ; 𓇋 𓈖 𓂋 𓊌 𓈖 𓂋 𓏤 𓈗 = sea-shell (line 7976)
missing_attested	𓇋 𓆛 𓈖 𓎛 𓏏 𓏊	a large beer jug; large jar (for beer); barrel; cask	inH t, inHt, ꞽnḥ.t (noun) [tla, vygus, wikidata]	𓇋 𓆛 𓈖 𓎛 𓁸 = eyebrows (line 435) ; 𓇋 𓆛 𓈖 𓎛 𓁸 = eyebrows (line 436)
missing_attested	𓇋 𓆛 𓈖 𓃀 𓇋 𓇋 𓆱 𓏥	part of a ship (belaying pin?); (part of ship); [part of a ship (belaying pin?)]	inb y, inby, ꞽnb.y (noun) [tla, vygus, wikidata]	𓇋 𓆛 𓈖 𓃀 𓊅 = wall (line 7883) ; 𓇋 𓆛 𓈖 𓃀 𓊅 = wall (line 7901)
missing_attested	𓉺 𓏤 𓈖 𓏥 𓈎 𓆑 𓈎 𓆑 𓏏 𓆱	a wooden part of a chariot; (part of wagon or chariot); [a wooden part of a chariot]	inqfqf t, inqfqft, ꞽnqfqf.t (noun) [tla, vygus, wikidata]	𓉺 𓏤 = pillar (line 11427) ; 𓉺 𓏤 𓏥 𓌙 𓀏 𓏥 = tribesmen (line 11434)
missing_attested	𓇋 𓈖 𓂋 𓊌 𓆎	black granite (lit. black stone); black granite	inr-km, inr km, ꞽnr-km (noun) [tla, vygus, wikidata]	𓇋 𓈖 𓂋 𓊌 𓈖 𓂋 𓏤 𓈗 = sea-shell (line 7976) ; 𓇋 𓈖 𓂋 𓊌 𓈖 𓂋 𓏤 𓈗 = sea-shell (line 7977)
missing_attested	𓇋 𓆛 𓈖 𓋴 𓏏 𓆰 𓏥	Aniseed (Pimpinella anisum); [a plant (med.)]; an edible plant, possibly anise, used medicinally	inst, ꞽns.t, jnst (noun) [vygus, wikidata, wiktionary]	𓇋 𓆛 𓈖 𓋴 𓏏 𓂾 = shank (line 7916) ; 𓇋 𓆛 𓈖 𓋴 𓏏 𓂾 = shank (line 7917)
missing_attested	𓇓 𓏏 𓊒	quarters for women associated with the king; royal harem; private chamber or office of the king in general	ip t-nzw, ꞽp.t-nzw, jpt-nswt (noun) [tla, wikidata, wiktionary]	𓇓 𓏏 = force (of wind) (line 8706) ; 𓇓 𓏏 𓀻 = king's gentleman (line 8707)
missing_attested	𓇋 𓊪 𓏏 𓊒	goddess of Ipt; women's apartments; inner chamber; the temple of Luxor	ipt, ꞽp.t, jpt (noun) [vygus, wikidata, wiktionary]	𓇋 𓊪 𓏏 𓅱 = (demon. adj.) these (line 8110) ; 𓇋 𓊪 𓏏 𓅱 𓏏 = (demon. adj.) these (line 8111)
missing_attested	𓇋 𓊪 𓏭 𓊃 𓆱	part of a ship; (part of a boat); [part of a ship]	ipz, ips, ꞽpz (noun) [tla, vygus, wikidata]	𓇋 𓊪 = fpho = vo? (line 8076) ; 𓇋 𓊪 = fpho = vo / fu / feth:wit (line 8077)
missing_attested	𓁹 𓏏 𓊪 𓏏 𓇯 𓈒 𓏥	a med. ointment; medicinal ingredient; [a med. ointment]	ir t-p t, irt pt, ꞽr.t-p.t (noun) [tla, vygus, wikidata]	𓁹 𓏏 𓏤 = the eye (line 491) ; 𓁹 𓏏 𓏤 = the eye (line 492)
missing_attested	𓁹 𓏲 𓂚 𓄿 𓀜 𓌕 𓆱 𓏪	arrow-maker; Fletcher; Arrowhead Maker	ir w-aHA w, irw aHA, ꞽr.w-ꜥḥꜣ.w (noun) [tla, vygus, wikidata]	
missing_attested	𓁹 𓂋 𓏭 𓌔 𓏏 𓏤 𓆱 𓏥	bow-maker; Bowmaker	ir w-pD t, irw pDwt, ꞽr.w-pḏ.t (noun) [tla, vygus, wikidata]	𓁹 𓂋 𓅱 𓏛 𓏥 = cattle-tax (line 519) ; 𓁹 𓂋 𓅱 𓏛 𓏥 = cattle-tax (line 520)
missing_attested	𓇋 𓂋 𓇥 𓂋	as soon so [introductory sentence conjunction]; now when; as soon as	ir-Dr, ir Dr, ꞽr-ḏr (part) [tla, vygus, wikidata]	𓇋 𓂋 𓌗 = drive away (from) (line 1930) ; 𓇋 𓂋 𓌗 = drive away (from) (line 7473)
missing_attested	𓇋 𓂋 𓏏 𓏈	belonging to milk; sucking calf; (pertinent to milk); belonging to milk; sucking calf	irt i, irti, ꞽrt.ï (noun) [tla, vygus, wikidata]	𓇋 𓂋 𓏏 = duty (of someone) (line 7440) ; 𓇋 𓂋 𓏏 = duty (line 7441)
missing_attested	𓇋 𓍃 𓅓 𓅱 𓅪 𓏥	breathlessness; shortness of breath	itm w, itmw, ꞽtm.w (noun) [tla, vygus, wikidata]	𓇋 𓍃 𓅓 𓏲 𓅪 𓏥 = suffocation (line 8307) ; 𓇋 𓍃 𓅓 𓏲 𓅪 𓏥 = suffocation (line 8308)
missing_attested	𓇋 𓏏 𓈖 𓏌 𓅱 𓂉 𓏪 𓈖 𓉔 𓏤 𓉐	dust of the courtyard (magical substance); a magical substance, ‘dust of the courtyard’	itn w-n-hʾ, ꞽtn.w-n-hʾ, jtnw n h (noun) [tla, wikidata, wiktionary]	𓇋 𓏏 𓈖 𓏌 𓅱 𓂉 𓏛 = secret, mystery (line 8418)
missing_attested	𓉺 𓏏 𓏭 𓁐 𓏪	a temple musician; female Temple Musician; [a temple musician]	iwn tiw, iwnty, ꞽwn.tïw (noun) [tla, vygus, wikidata]	𓉺 𓏏 𓏤 = bow (line 11430) ; 𓉺 𓏏 𓌔 = bow (line 11431)
missing_attested	𓉺 𓏌 𓊖 𓏏	she of Heliopolis; Heliopolitan	iwn wt, iwnwyt, ꞽwn.wt (noun) [tla, vygus, wikidata]	𓉺 𓏌 𓊖 = (locality) Heliopolis (line 11432)
