# 	Hittite <> Luwian	translit 	True	translate 	PIE
					
	𒌷𒁁 	    URU.BÀD = fortified city	•karbeith!	fort < port > beith	
	𒍝𒈠𒀭𒆳	(za-ma-an-kur /zamankur/) 		beard	From Proto-Indo-European *smoḱru- (“beard”). Compare Sanskrit श्मश्रु (śmaśru, “beard”), Old Armenian մօրուք (mōrukʿ, “beard”), Albanian mjekër (“beard”), Lithuanian smãkras (“chin”). 
					
	LUWIAN SEE HITTITE				
	𒀀				
					
	    𒀀𒀀𒀸𒊭	a-a-s-s	(m)aouths	mouth	os
HIT	    𒀀𒄿𒅖	a-i-iš	(ma)oys mouth	mouth	os
	    𒀀𒀊𒉺				
HIT	    𒀀𒀊𒉺	(a-ap-pa /āppa/) 	faphar	further behind    afterwards     back, again	𐌰𐍆𐌰𐍂𐌿𐌷  𐌰𐍆𐍄𐍂𐌰 apo- off- of away wider- wieder-
	    𒀀𒀜𒁺𒉿𒀀𒇷𒅖				
	    𒀀𒀭𒉌𒅖				
	    𒀀𒀸𒋾				
	    𒀀𒁺𒈾				
	    𒀀𒃾𒋾				
	    𒀀𒆷𒀜𒋻𒊭				
	    𒀀𒆷𒀸𒊭𒄠𒈪𒅖				
	    𒀀𒋾				
					
	𒁕				
					
	    𒁕𒀀𒌋𒄿𒅖				
					
	𒁺				
					
	    𒁺𒌑𒁉𒋾				
	    𒁺𒌓𒋻𒊑𒄿𒀀𒋾𒅖				
					
	𒃻				
					
	    𒃻				
					
	𒄩				
					
	    𒄩𒀀𒀸𒊭				
	    𒄩𒀀𒁉𒅖				
	    𒄩𒀀𒌑𒄿𒅖				
					
	𒄯				
					
	    𒄯𒊕				
					
	𒄷				
					
	    𒄷𒌋𒄿𒋻𒊭				
					
	𒄿				
					
	    𒄿𒅖𒊭𒊑𒅖				
	    𒄿𒋾				
					
	𒆪				
					
	    𒆪𒅖				
	    𒆪𒉿𒀭𒍪𒍑				
	    𒆪𒌑𒊒𒈾				
					
	𒆰				
					
	    𒆰				
					
	𒇽				
					
	    𒇽𒅖				
					
	𒈠				
					
	    𒈠𒀀𒀭				
	    𒈠𒀠𒇷				
	    𒈠𒅈𒉿𒄿𒀀				
	    𒈠𒈾𒀀𒋾				
					
	𒈦				
					
	    𒈦𒈾𒀭𒍝				
					
	𒈾				
					
	    𒈾𒀀𒈾𒀸𒊑𒅖				
	    𒈾𒀀𒉡𒌦				
	    𒈾𒀀𒌑𒉿𒋾				
					
	𒉺				
					
	    𒉺𒀀𒄷𒌋𒌨				
	    𒉺𒋫𒀀𒀸				
					
	𒉿				
					
	    𒉿𒀀𒅈𒊭				
	    𒉿𒀀𒋗𒍑				
	    𒉿𒈾𒀜𒋾𒅖				
	    𒉿𒉿𒈾𒀸				
					
	𒊍				
					
	    𒊍𒍪𒉿𒀸				
					
	𒋗				
					
	    𒋗𒉿𒀀𒊒𒍑				
					
	𒋫				
					
	    𒋫𒀀𒊒				
	    𒋫𒀀𒋾𒅖				
	    𒋫𒀊𒉺𒀸𒊭				
					
	𒋰				
					
	    𒋰𒉺𒀀𒉌𒅖				
					
	𒋾				
					
	    𒋾𒄿𒀀𒄠𒈪𒅖				
	    𒋾𒉿𒊍				
					
	𒌈				
					
	    𒌈𒈠𒀀𒀭				
					
	𒌋				
					
	    𒌋				
					
	𒌑				
					
	    𒌑𒇷𒅁𒉌𒅖				
					
	𒌚				
					
	    𒌚				
					
	𒍝				
					
	    𒍝𒀀𒅈𒍝				
					
	𒍣				
					
	    𒍣𒋾𒅖				
					
	𔐱				
					
	    𔐱𔕬𔗬𔑰𔖱				
					
	𔑮				
					
	    𔑮𔐓𔗵𔗬				
					
	𔖪				
					
	    𔖪𔖱𔖪				
