Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	
amateurism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ambisexual		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
amblyopia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ambrosial		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
ambulation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amebic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
amelioration		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
americanization		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
americanize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
amharic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
amiability		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amice		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amination		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amine		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
amiral		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ammeter		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ammoniac		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
amobarbital		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
amoebae		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
amoeboid		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
amphib		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
amphibial		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
amphora		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amphotericin		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
amputator		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
amt		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
amu		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
anabaptist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anaesthetise		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
anaesthetize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
anagogic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
analeptic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
analysation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
analyzable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anarchistic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anastomose		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
anat		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
anatomise		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
andean		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
androgyny		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ane		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anecdotalist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anemometer		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
angelical		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
angleworm		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anglophilia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anharmonic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anhedonia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anhedral		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anhydride		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anhydrotic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anion		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anklebone		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
annal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
annatto		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
annoyer		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
annular		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
annunciation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
annunciator		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anodization		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anodyne		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anoscopy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anosmatic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anterolateral		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anthelmintic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anthropomancy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anthropomorphise		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
anthropomorphization		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anticholinergic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anticline		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anticommunism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anticommunist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
anticorrosive		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antidemocratic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antidepressive		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antidotal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antifascist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antifungal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antigun		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antihero		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
antihuman		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antimilitary		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antimony		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antineoplastic		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antinuclear		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antioxidant		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antiship		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antislavery		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antispasmodic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antiviral		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
antivivisectionist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antrum		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
antsier		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
anywhy		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aoli		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aortal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aortography		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
apaid		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
apeman		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
apert		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
aphorism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aphrodisia		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
apish		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aplasia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
apocrine		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
apollonian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
apologist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
apostolate		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
appassionata		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
appassionato		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
appel		1	0.3010	0.01	0.3010	Verb	1	0.50	Verb.Noun	1.1
appendicectomy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
apperception		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
applecart		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
applicate		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
apprehensibility		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
approximal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
apraxia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
apterygote		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aq		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aquacade		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aquiline		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
arable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aragonite		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
araucanian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
arbitrager		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arbitrament		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
archaeopteryx		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
archean		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
archest		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
archfiend		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
architectonic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
archminister		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
archy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arcsine		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ardency		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
areal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
arethusa		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
arg		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
argenton		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
arginine		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
argonaut		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
argot		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arguendo		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
argumentum		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aridity		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arjun		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
armature		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
armlock		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
armorial		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
arousable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
arpeggio		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arrestment		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arrogancy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arrowroot		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arroya		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
arsphenamine		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
artha		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arthel		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
arthropod		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
arthurian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
articular		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
articulatory		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
artillerymen		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
artlet		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
asb		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
ascensionist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ascertainable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
ascorbate		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ashberry		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
asmile		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
asperse		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
aspersion		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aspirant		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
asport		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
assai		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
assailable		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
assassinator		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
assemblymen		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
asseth		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
assi		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
assiette		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
assyria		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
astarboard		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
asteria		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
astir		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
astrobiologist		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
astrobiology		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
astrometric		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
astronautical		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
astrophysical		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
astroscope		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aswell		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
atheistical		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
atheneum		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
atherine		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
athirst		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
atman		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
atocha		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
atonal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
atonality		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
atonic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
atraumatic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
attacher		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
attar		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
attendee		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
attent		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
attercop		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
atticism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
attitudinal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
attorn		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
attune		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
attunement		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
atty		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aube		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
aud		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
audiometry		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
audion		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
audiophile		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
augur		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
augustan		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aureomycin		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
auricle		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
auricular		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
aurignacian		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aurore		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
auth		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
authorial		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
authoritarianism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
autobiographer		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
autocrat		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
autodidactic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
autogiro		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
autogyro		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
autoharp		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
automaker		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
automatism		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
automotor		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
autosomal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
autosuggestion		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
aventure		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
aviatrix		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
avn		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
avoidant		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
avouch		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
awakener		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
awardee		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
awaste		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
awhirl		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
awn		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
awork		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
awreck		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
axman		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
axminster		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
axonal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
ayah		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ayurveda		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
babyhood		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
baccalaureate		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
baccar		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
bacchae		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
baccy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backage		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backbencher		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backbiter		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backbreaker		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backcast		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
backchat		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backdown		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backfill		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
backflow		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backgrounder		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backplane		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backrest		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
backscatter		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backslapper		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backslide		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
backstrap		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backswept		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
backtrace		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bacteremic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
bacteriophage		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bacteriostatic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
baddie		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
badland		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
badmash		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
baedeker		1	0.3010	0.01	0.3010	Noun	2	1.00	Noun	2
baft		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
bagpiper		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bahadur		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
baile		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
balat		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
baleen		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
baler		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
ballgown		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
balsawood		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bander		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
banditry		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bandmaster		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bandolier		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bandon		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
bandura		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
baneful		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
bani		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
banquette		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
baptizer		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
barba		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
barbera		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
barbital		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
barcarolle		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
bardic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
barer		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
bargee		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
barile		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
barite		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
barleycorn		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
barnstorm		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
barratry		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
barre		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
bartizan		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
basophilic		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
bastardisation		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bastardize		1	0.3010	0.01	0.3010	Verb	1	1.00	Verb	1
bastardy		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
basti		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bastinado		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
batata		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bateaux		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
batsmen		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
battleaxe		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
batwoman		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
baud		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bauhinia		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bawdiest		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
bayesian		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
baymen		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bazar		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
baze		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
bcd		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
bcf		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
bd		1	0.3010	0.01	0.3010	#N/A	#N/A	#N/A	#N/A	#N/A
beachside		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
beadle		1	0.3010	0.01	0.3010	Name	1	1.00	Name	1
beakhead		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
beal		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
beanshooter		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
bearder		1	0.3010	0.01	0.3010	Noun	1	1.00	Noun	1
beardy		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
bearlike		1	0.3010	0.01	0.3010	Adjective	1	1.00	Adjective	1
