Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	
thought	(ge)dacht	41232	4.6152	93.34	3.8938	Verb	36768	0.89	Verb.Noun	36768.4441
day		40893	4.6117	92.12	3.8881	Noun	40424	0.99	Noun.Name	40424.357
work		40699	4.6096	91.44	3.8849	Verb	23059	0.57	Verb.Noun	23059.17612
life		40629	4.6088	90.56	3.8806	Noun	40575	1.00	Noun.Name	40575.1
before		40501	4.6075	94.35	3.8985	Conjunction	18729	0.46	Conjunction.Adverb.Preposition	18729.11619.10124
better	ss	40494	4.6074	93.16	3.8929	Adverb	26185	0.65	Adverb.Adjective.Verb.Noun	26185.13583.500.151
again	<<	40428	4.6067	93.61	3.8950	Adverb	40358	1.00	Adverb	40358
still	steh	40225	4.6045	93.12	3.8928	Adverb	38402	0.96	Adverb.Adjective.Noun	38402.1777.21
home		39491	4.5965	88.84	3.8723	Adverb	28280	0.72	Adverb.Noun.Verb.Name	28280.11099.31.2
guy	<<	38893	4.5899	78.61	3.8192	Noun	37515	0.97	Noun.Name	37515.1324
won	gewonnen --	38729	4.5880	89.93	3.8776	Verb	4155	1.00	Verb.Noun	4155.2
those		38404	4.5844	91.94	3.8872	Determiner	38346	1.00	Determiner.Noun	38346.9
than	denn	37679	4.5761	92.63	3.8905	Conjunction	36612	0.97	Conjunction.Preposition	36612.1047
around	rund … (adv)	37573	4.5749	90.16	3.8788	Adverb	27586	0.74	Adverb.Preposition.Noun	27586.9933.2
other	ander	37505	4.5741	92.25	3.8887	Adjective	27916	0.75	Adjective.Pronoun.Preposition.Noun.Name	27916.8231.840.473.1
away	weg	37276	4.5714	90.37	3.8797	Adverb	29181	0.78	Adverb.Preposition.Adjective	29181.7848.163
new		36913	4.5672	86.29	3.8597	Adjective	28327	0.77	Adjective.Name.Adverb.Noun	28327.8527.5.3
last	letzt	36878	4.5668	92.17	3.8883	Number	33942	0.92	Number.Verb.Adverb.Noun.Name	33942.1890.969.32.14
uh		36579	4.5632	46.19	3.5883	Interjection	36464	1.00	Interjection	36464
ever	über…haupt	36170	4.5584	89.57	3.8759	Adverb	36123	1.00	Adverb.Noun	36123.9
stop	<<	36071	4.5572	88.47	3.8705	Verb	33919	0.94	Verb.Noun.Name	33919.1978.5
keep	<<	35846	4.5545	90.24	3.8791	Verb	35667	1.00	Verb.Noun	35667.123
told	<<	35679	4.5524	89.76	3.8768	Verb	35628	1.00	Verb.Adjective.Noun	35628.29.3
must		35661	4.5522	85.29	3.8546	Verb	36486	1.00	Verb.Noun	36486.34
big	<<	34824	4.5419	86.24	3.8594	Adjective	34684	1.00	Adjective.Adverb.Noun	34684.121.3
after	achter <<	34812	4.5417	91.14	3.8834	Preposition	22113	0.64	Preposition.Conjunction.Adverb.Adjective.Noun	22113.11967.568.110.7
long		34433	4.5370	90.38	3.8798	Adverb	16433	0.48	Adverb.Adjective.Conjunction.Verb.Noun	16433.13891.3786.305.2
their	derer	33413	4.5239	85.72	3.8568	Pronoun	33380	1.00	Pronoun.Noun	33380.4
nice	nett	33125	4.5202	84.57	3.8510	Adjective	31709	0.96	Adjective.Adverb.Name.Noun	31709.1306.73.1
name		32735	4.5150	83.82	3.8471	Noun	31220	0.96	Noun.Verb.Name	31220.1469.2
money	Moneten <<	32679	4.5143	67.32	3.7519	Noun	32603	1.00	Noun.Name	32603.14
doesn		32435	4.5110	90.00	3.8779	Noun	90	0.66	Noun.Verb.Name	90.40.7
feel	üh	31989	4.5050	86.61	3.8613	Verb	30440	0.95	Verb.Noun	30440.1536
believe	gelaube	31882	4.5036	88.36	3.8700	Verb	31859	1.00	Verb	31859
old		31056	4.4922	82.37	3.8395	Adjective	30968	1.00	Adjective.Name	30968.36
place	tz	30736	4.4877	86.78	3.8621	Noun	28698	0.93	Noun.Verb.Preposition.Name	28698.1993.29.12
fine		30502	4.4843	85.06	3.8535	Adjective	30273	0.99	Adjective.Adverb.Verb.Noun.Name	30273.120.64.2.2
kind	xx <<	30125	4.4789	87.23	3.8644	Noun	21140	0.70	Noun.Adverb.Adjective	21140.7926.1040
isn		29886	4.4755	87.06	3.8636	Noun	83	0.58	Noun.Verb.Name	83.49.12
hello		29857	4.4751	76.36	3.8066	Interjection	29595	1.00	Interjection.Noun.Name	29595.120.1
lot	ganze Latte;)	29066	4.4634	85.66	3.8565	Noun	21770	0.75	Noun.Adverb.Name	21770.7277.9
made	machte	28626	4.4568	88.72	3.8717	Verb	28605	1.00	Verb.Noun	28605.8
leave	lass? <<	28596	4.4563	85.66	3.8565	Verb	27608	0.97	Verb.Noun.Name	27608.954.2
hi		28464	4.4543	71.45	3.7777	Interjection	28336	1.00	Interjection.Adjective	28336.50
girl	Kerl!?	28413	4.4535	73.24	3.7885	Noun	28298	1.00	Noun.Name	28298.3
hear		28323	4.4522	86.42	3.8603	Verb	27985	0.99	Verb.Interjection	27985.312
father		28279	4.4515	64.93	3.7362	Noun	28090	1.00	Noun.Verb.Name	28090.35.26
through	durch	28026	4.4476	85.88	3.8576	Preposition	20394	0.73	Preposition.Adverb.Adjective.Noun	20394.7467.124.4
every	<<<	28007	4.4473	85.94	3.8579	Article	27928	1.00	Article.Adverb.Noun	27928.42.1
bad	Bett-legrig? battle beaten? 	27804	4.4441	86.00	3.8582	Adjective	27563	0.99	Adjective.Adverb.Noun	27563.201.4
listen	<<	27784	4.4438	83.04	3.8430	Verb	27634	1.00	Verb.Noun	27634.60
remember	erimmern	27666	4.4420	84.76	3.8519	Verb	27641	1.00	Verb.Noun	27641.3
three		27654	4.4418	82.65	3.8410	Number	27614	1.00	Number.Noun	27614.19
boy	Bursche	27021	4.4317	73.12	3.7877	Noun	26859	1.00	Noun.Name	26859.28
wrong	<<	26678	4.4262	86.37	3.8601	Adjective	24452	0.92	Adjective.Adverb.Verb.Noun.Name	24452.1926.152.111.3
might	mög...	26334	4.4205	84.90	3.8526	Verb	26206	1.00	Verb.Noun	26206.116
stay	steh	26298	4.4199	81.47	3.8347	Verb	25571	0.97	Verb.Noun.Name	25571.704.3
house		26214	4.4185	72.01	3.7811	Noun	25883	0.99	Noun.Verb.Name	25883.210.66
may	möge	26080	4.4163	79.48	3.8240	Verb	24597	0.94	Verb.Name.Noun	24597.1472.1
baby		25978	4.4146	60.66	3.7066	Noun	25918	1.00	Noun.Name	25918.13
another	ein ander	25970	4.4145	87.35	3.8650	Determiner	25397	0.98	Determiner.Pronoun.Noun	25397.530.7
ok		25928	4.4138	21.11	3.2485	Adverb	20270	0.79	Adverb.Adjective.Verb	20270.5456.4
dad		25870	4.4128	51.87	3.6387	Noun	25728	1.00	Noun.Name	25728.29
gotta	xx	25852	4.4125	62.24	3.7178	#N/A	#N/A	#N/A	#N/A	#N/A
wanna	xx	25796	4.4116	54.97	3.6639	#N/A	#N/A	#N/A	#N/A	#N/A
enough	genough	25568	4.4077	85.35	3.8549	Adverb	19233	0.75	Adverb.Determiner.Noun	19233.6302.1
show	zeig --	24906	4.3963	79.04	3.8216	Verb	15690	0.63	Verb.Noun.Name	15690.9164.8
course		24848	4.3953	79.47	3.8239	Adverb	21987	0.89	Adverb.Noun.Verb	21987.2809.48
care	kümmer?	24748	4.3936	82.80	3.8417	Verb	12467	0.50	Verb.Noun	12467.12278
done	(ge)tan	24737	4.3934	83.75	3.8467	Verb	24729	1.00	Verb.Noun	24729.3
mind	mental™ Monat?	24715	4.3930	81.90	3.8370	Noun	12457	0.50	Noun.Verb.Name	12457.12222.1
left	--	24707	4.3928	83.46	3.8452	Verb	18826	0.76	Verb.Adjective.Adverb.Noun.Name	18826.5400.229.223.2
ask	eischen! erheischen?	24640	4.3917	83.62	3.8460	Verb	24605	1.00	Verb.Noun	24605.2
car	Karre	24636	4.3916	61.44	3.7122	Noun	24603	1.00	Noun.Name	24603.1
understand	und verstehen	24605	4.3910	81.20	3.8333	Verb	24568	1.00	Verb	24568
mother		24476	4.3888	66.24	3.7448	Noun	24151	0.99	Noun.Name.Verb	24151.114.72
which	welch	24339	4.3863	79.32	3.8231	Determiner	24298	1.00	Determiner.Noun	24298.1
try	<<	24314	4.3859	84.08	3.8484	Verb	23137	0.95	Verb.Noun.Name	23137.1144.3
shit	ss	24207	4.3840	30.17	3.4035	Noun	23925	0.99	Noun.Verb.Name	23925.237.6
hell		24012	4.3804	69.66	3.7667	Noun	23950	0.99	Noun.Adverb.Name	23950.157.3
came		23650	4.3738	82.13	3.8382	Verb	23616	1.00	Verb.Noun	23616.8
wouldn		23628	4.3734	83.24	3.8440	Noun	53	0.52	Noun.Verb.Name	53.44.4
own	eign	23419	4.3696	82.70	3.8412	Determiner	21508	0.92	Determiner.Verb	21508.1882
world		23216	4.3658	73.84	3.7920	Noun	23151	1.00	Noun.Name	23151.6
next	nächst	23090	4.3634	83.46	3.8452	Number	20840	0.90	Number.Preposition.Noun	20840.2222.2
kill	keilen?	23081	4.3633	67.95	3.7560	Verb	22801	0.99	Verb.Noun.Name	22801.273.2
else	ἄλλος (állos) … <<	22907	4.3600	83.75	3.8467	Adverb	22868	1.00	Adverb	22868
dead	tot	22898	4.3598	70.65	3.7728	Adjective	21730	0.95	Adjective.Adverb.Name.Noun	21730.1111.31.1
someone		22752	4.3570	80.46	3.8293	Pronoun	22687	1.00	Pronoun.Noun	22687.2
real		22583	4.3538	76.93	3.8098	Adjective	22283	0.99	Adjective.Adverb.Noun	22283.292.13
room		22415	4.3506	74.52	3.7960	Noun	22338	1.00	Noun.Verb.Name	22338.43.1
huh		22350	4.3493	67.01	3.7499	Interjection	22330	1.00	Interjection	22330
hold		22273	4.3478	76.97	3.8100	Verb	20649	0.93	Verb.Noun	20649.1549
ain		22248	4.3473	40.27	3.5288	Noun	82	0.49	Noun.Verb.Name	82.80.7
woman	xx	22166	4.3457	70.64	3.7728	Noun	22099	1.00	Noun.Name	22099.9
yourself	Du selbst	22151	4.3454	81.09	3.8327	Pronoun	22130	1.00	Pronoun	22130
today		22124	4.3449	78.33	3.8176	Adverb	22095	1.00	Adverb	22095
wasn		21984	4.3421	80.44	3.8292	Noun	66	0.59	Noun.Verb.Name	66.42.3
mom		21950	4.3415	48.61	3.6104	Noun	21822	1.00	Noun.Name	21822.32
friend		21384	4.3301	73.65	3.7909	Noun	21297	1.00	Noun.Name	21297.55
move	<<	21325	4.3289	72.02	3.7812	Verb	18581	0.87	Verb.Noun.Name	18581.2716.2
same	selbem	21276	4.3279	80.42	3.8291	Determiner	20796	0.98	Determiner.Adverb	20796.474
job		21063	4.3235	71.33	3.7770	Noun	21043	1.00	Noun.Name	21043.1
tonight	heu.te nacht	21047	4.3232	68.53	3.7596	Adverb	21031	1.00	Adverb	21031
went	wander	20987	4.3220	79.60	3.8246	Verb	20954	1.00	Verb.Noun	20954.7
son		20949	4.3212	61.34	3.7115	Noun	20864	1.00	Noun.Name	20864.10
best	<<	20623	4.3144	79.55	3.8244	Adjective	17069	0.83	Adjective.Adverb.Verb.Name	17069.3327.212.1
saw	sah	20527	4.3123	76.53	3.8075	Verb	20155	0.98	Verb.Noun	20155.353
found		20196	4.3053	76.11	3.8052	Verb	20207	1.00	Verb.Noun	20207.8
pretty	brat: Brathahn?	20003	4.3011	75.63	3.8024	Adverb	14061	0.70	Adverb.Adjective.Noun	14061.5919.1
ready	Route?	19778	4.2962	76.28	3.8061	Adjective	17250	0.87	Adjective.Verb.Adverb	17250.2056.453
heard	ge…	19775	4.2961	77.85	3.8150	Verb	19766	1.00	Verb.Noun	19766.4
whole	voll	19660	4.2936	76.68	3.8084	Adjective	18595	0.95	Adjective.Noun	18595.1057
seen		19633	4.2930	77.98	3.8157	Verb	19618	1.00	Verb.Noun	19618.6
together	xx	19553	4.2912	76.90	3.8096	Adverb	19520	1.00	Adverb.Noun	19520.1
fuck		19307	4.2857	20.67	3.2393	Verb	11091	0.58	Verb.Noun.Name	11091.8168.11
minute	2. mini	19252	4.2845	72.32	3.7830	Noun	19067	0.99	Noun.Adjective	19067.150
men		19011	4.2790	59.56	3.6987	Noun	18999	1.00	Noun.Verb.Name	18999.2.1
head	<<	18947	4.2776	75.04	3.7990	Noun	17392	0.92	Noun.Verb.Adjective.Name	17392.1218.306.7
matter	Materie 2. ?	18900	4.2765	74.42	3.7954	Noun	10513	0.56	Noun.Verb.Determiner.Adjective.Adverb.Pronoun	10513.4277.1521.1380.1103.89
haven		18844	4.2752	76.55	3.8077	Noun	182	0.59	Noun.Name.Verb	182.101.26
knew		18817	4.2746	75.06	3.7991	Verb	18799	1.00	Verb.Noun	18799.13
excuse	xx	18773	4.2736	72.03	3.7813	Verb	17619	0.94	Verb.Noun.Name	17619.1048.3
many	manch	18331	4.2632	75.07	3.7992	Determiner	18310	1.00	Determiner	18310
idea		18311	4.2627	75.81	3.8035	Noun	18287	1.00	Noun	18287
without	xx	18087	4.2574	77.63	3.8138	Preposition	17868	0.99	Preposition.Adverb.Noun	17868.196.2
play	spiel…g?	18081	4.2572	63.70	3.7279	Verb	14646	0.81	Verb.Noun.Name	14646.3417.1
meet	Mette Mitte?	17966	4.2545	71.36	3.7772	Verb	17827	0.99	Verb.Noun.Name	17827.117.2
most		17889	4.2526	73.13	3.7878	Adverb	11668	0.65	Adverb.Determiner	11668.6193
run		17878	4.2523	72.28	3.7828	Verb	15838	0.89	Verb.Noun	15838.2021
while	wärend!?!	17821	4.2510	78.03	3.8160	Conjunction	10426	0.59	Conjunction.Noun.Verb	10426.7358.20
wife	Weib	17795	4.2503	57.36	3.6823	Noun	17782	1.00	Noun.Name	17782.1
once	einz…el/ig	17589	4.2453	76.36	3.8066	Adverb	14337	0.82	Adverb.Conjunction.Noun	14337.3213.20
live		17574	4.2449	72.15	3.7820	Verb	15629	0.89	Verb.Adjective.Adverb.Noun	15629.1501.428.6
somebody		17571	4.2448	69.31	3.7645	Pronoun	17531	1.00	Pronoun	17531
everybody		17555	4.2444	67.85	3.7553	Pronoun	17478	1.00	Pronoun	17478
use	util-- << 	17536	4.2440	76.93	3.8098	Verb	15123	0.86	Verb.Noun.Name	15123.2408.1
myself	mich selb	17470	4.2423	75.44	3.8013	Pronoun	17438	1.00	Pronoun.Noun	17438.1
took	steck!? touch,	17454	4.2419	76.35	3.8065	Verb	17414	1.00	Verb.Noun	17414.15
yet	<<	17428	4.2413	76.34	3.8065	Adverb	17419	1.00	Adverb	17419
start		17345	4.2392	75.46	3.8015	Verb	15336	0.88	Verb.Noun.Name	15336.1993.2
couldn		17336	4.2390	74.92	3.7983	Noun	72	0.58	Noun.Verb.Name	72.38.14
kid	Kind	17299	4.2380	55.14	3.6652	Noun	16701	0.97	Noun.Verb.Name	16701.557.3
tomorrow	zum Morgen	17134	4.2339	67.49	3.7530	Adverb	17114	1.00	Adverb	17114
happy	<<	16993	4.2303	65.94	3.7429	Adjective	16959	1.00	Adjective.Noun	16959.1
school		16989	4.2302	54.02	3.6563	Noun	16973	1.00	Noun.Verb.Name	16973.23.2
problem		16833	4.2262	70.00	3.7689	Noun	16812	1.00	Noun	16812
watch	wache	16831	4.2261	70.12	3.7696	Verb	14260	0.85	Verb.Noun.Name	14260.2544.3
hope		16352	4.2136	73.00	3.7870	Verb	13815	0.85	Verb.Noun.Name	13815.2331.189
open		16341	4.2133	69.71	3.7670	Verb	11011	0.68	Verb.Adjective.Adverb.Noun	11011.4898.395.3
already	xx all fertig?	16246	4.2108	75.70	3.8028	Adverb	16234	1.00	Adverb	16234
since	seit~	16064	4.2059	74.93	3.7984	Conjunction	13515	0.84	Conjunction.Preposition.Adverb	13515.1658.875
sit		15879	4.2009	66.55	3.7469	Verb	15721	0.99	Verb.Noun	15721.129
cause	kausal	15812	4.1990	58.97	3.6943	Noun	13050	0.83	Noun.Verb	13050.2732
alone	allein	15735	4.1969	70.58	3.7724	Adjective	9585	0.61	Adjective.Adverb.Preposition	9585.5945.179
hard		15700	4.1959	72.66	3.7850	Adjective	9243	0.59	Adjective.Adverb	9243.6441
stuff	Stoff	15653	4.1946	64.72	3.7348	Noun	14883	0.95	Noun.Verb	14883.765
turn	drehn	15630	4.1940	70.71	3.7732	Verb	12694	0.81	Verb.Noun	12694.2928
until	nicht bis?	15426	4.1883	73.07	3.7875	Conjunction	13151	0.85	Conjunction.Preposition.Noun	13151.2263.6
few	<<	15393	4.1874	71.91	3.7805	Determiner	15386	1.00	Determiner	15386
honey		15325	4.1854	49.89	3.6218	Noun	15257	1.00	Noun.Name	15257.22
dr		15194	4.1817	31.45	3.4214	Noun	2462	1.00	Noun	2462
gone		15135	4.1800	70.58	3.7724	Verb	15110	1.00	Verb.Noun	15110.3
both	beid	15062	4.1779	72.87	3.7863	Determiner	9639	0.64	Determiner.Adverb	9639.5408
door		14895	4.1731	63.02	3.7232	Noun	14863	1.00	Noun	14863
later	<<	14889	4.1729	70.95	3.7747	Adverb	13048	0.88	Adverb.Adjective.Noun	13048.1824.2
such	solch	14852	4.1718	67.07	3.7503	Determiner	14228	0.96	Determiner.Preposition.Conjunction	14228.593.23
face	Fresse	14747	4.1687	66.88	3.7490	Noun	11894	0.81	Noun.Verb.Preposition	11894.2839.2
worry	Sworge	14638	4.1655	68.28	3.7580	Verb	14331	0.98	Verb.Noun	14331.290
ago	xx	14592	4.1641	69.75	3.7673	Adverb	14578	1.00	Adverb	14578
five		14558	4.1631	62.05	3.7165	Number	14496	1.00	Number.Noun	14496.26
second		14513	4.1618	68.36	3.7585	Noun	8473	0.58	Noun.Number.Verb.Name	8473.5969.51.18
brother		14481	4.1608	45.24	3.5793	Noun	14452	1.00	Noun.Name	14452.13
damn		14460	4.1602	56.16	3.6732	Adjective	5055	0.35	Adjective.Verb.Interjection.Adverb.Noun.Name	5055.4774.3700.849.41.1
case	Kasus --	14403	4.1585	58.24	3.6890	Noun	11861	0.82	Noun.Conjunction.Adverb.Preposition.Name.Verb	11861.1990.300.160.62.28
beautiful	<< bellitā.voll	14266	4.1543	59.29	3.6967	Adjective	14225	1.00	Adjective.Noun	14225.2
hand		14262	4.1542	66.31	3.7453	Noun	13177	0.92	Noun.Verb.Name	13177.1049.20
check		14228	4.1532	63.10	3.7238	Verb	11176	0.79	Verb.Noun	11176.3050
year		14174	4.1515	59.38	3.6974	Noun	14154	1.00	Noun	14154
forget		14130	4.1502	67.49	3.7530	Verb	14069	1.00	Verb.Noun	14069.1
hit	<<	14025	4.1469	60.71	3.7070	Verb	12636	0.91	Verb.Noun.Adjective	12636.1310.9
lost	verlierst?	13974	4.1454	67.78	3.7548	Verb	12137	0.87	Verb.Adjective.Noun	12137.1827.1
crazy	kratzig~	13886	4.1426	60.07	3.7024	Adjective	13856	1.00	Adjective.Noun	13856.2
late	<<	13756	4.1385	66.48	3.7464	Adjective	9967	0.73	Adjective.Adverb	9967.3778
phone		13756	4.1385	53.67	3.6535	Noun	13225	0.96	Noun.Verb.Name	13225.512.2
nobody	xx	13599	4.1335	61.31	3.7113	Pronoun	13526	1.00	Pronoun.Noun	13526.2
end		13559	4.1323	67.63	3.7539	Noun	9153	0.68	Noun.Verb.Name	9153.4327.33
easy	<< empty aisle	13551	4.1320	64.20	3.7313	Adjective	11440	0.85	Adjective.Adverb	11440.2090
doctor		13461	4.1291	44.15	3.5687	Noun	13350	1.00	Noun.Verb.Name	13350.28.11
shut	Schotter	13455	4.1289	57.56	3.6839	Verb	13202	0.99	Verb.Adjective	13202.158
under		13358	4.1258	66.48	3.7464	Preposition	12003	0.90	Preposition.Adverb.Name	12003.1343.6
part	Partikel? <<	13337	4.1251	66.81	3.7486	Noun	12942	0.97	Noun.Adverb.Verb.Preposition.Name	12942.209.125.49.2
deal	(aus/zu/...)teil(en)	13330	4.1249	62.36	3.7187	Noun	9068	0.68	Noun.Verb.Adverb	9068.3702.546
die	tot	13318	4.1245	55.52	3.6682	Verb	13094	0.98	Verb.Noun.Unclassified	13094.191.19
soon	Sonne?	13140	4.1186	66.80	3.7485	Adverb	9689	0.74	Adverb.Conjunction	9689.3441
four		13045	4.1155	58.80	3.6931	Number	13008	1.00	Number.Noun	13008.22
anyone	irgendein	13018	4.1146	66.31	3.7453	Pronoun	12998	1.00	Pronoun	12998
pay	Pacht?	12985	4.1135	58.85	3.6935	Verb	11845	0.91	Verb.Noun.Name	11845.1121.1
happen	<<	12968	4.1129	67.63	3.7539	Verb	12969	1.00	Verb.Noun	12969.2
true	durch&durch? <<	12921	4.1113	63.33	3.7253	Adjective	12772	0.99	Adjective.Adverb.Verb.Noun	12772.100.40.3
each	welch?	12916	4.1112	65.33	3.7389	Pronoun	8151	0.63	Pronoun.Determiner	8151.4751
em		12849	4.1089	37.37	3.4964	Unclassified	9430	0.77	Unclassified.Pronoun.Name	9430.2774.100
eat		12846	4.1088	57.63	3.6844	Verb	12833	1.00	Verb.Noun	12833.2
jack		12831	4.1083	19.67	3.2177	Name	12306	0.96	Name.Noun.Verb	12306.236.223
mine		12800	4.1072	64.69	3.7346	Pronoun	9898	0.77	Pronoun.Noun.Verb.Name	9898.2763.122.2
town	<<	12644	4.1019	49.07	3.6146	Noun	12608	1.00	Noun.Name	12608.32
afraid	a Furcht / befürcht	12631	4.1015	58.94	3.6942	Adjective	12617	1.00	Adjective.Noun	12617.1
drink		12617	4.1010	51.90	3.6389	Noun	6454	0.51	Noun.Verb	6454.6147
whatever		12584	4.0999	66.44	3.7462	Determiner	12560	1.00	Determiner	12560
hurt	<<	12564	4.0992	61.08	3.7096	Verb	10702	0.85	Verb.Adjective.Noun	10702.1829.26
heart		12453	4.0953	54.63	3.6611	Noun	12443	1.00	Noun.Name	12443.1
gave		12428	4.0944	65.92	3.7427	Verb	12405	1.00	Verb.Noun	12405.6
young		12402	4.0935	55.85	3.6708	Adjective	11888	0.96	Adjective.Name.Noun	11888.454.3
everyone		12324	4.0908	60.87	3.7082	Pronoun	12273	1.00	Pronoun	12273
chance		12303	4.0900	63.70	3.7279	Noun	12082	0.98	Noun.Name.Verb.Unclassified	12082.186.17.4
read	<<	12302	4.0900	56.43	3.6752	Verb	12234	1.00	Verb.Noun.Name	12234.47.5
number	<<	12288	4.0895	54.15	3.6573	Noun	12247	1.00	Noun.Verb.Name.Adjective	12247.29.4.3
change	Gang (der Zeit)?	12258	4.0885	62.70	3.7210	Verb	8749	0.72	Verb.Noun	8749.3484
anyway		12164	4.0851	63.76	3.7283	Adverb	12133	1.00	Adverb	12133
week		12164	4.0851	59.90	3.7011	Noun	12155	1.00	Noun	12155
point	<<	12063	4.0815	62.02	3.7163	Noun	10826	0.90	Noun.Verb.Name.Adverb.Adjective	10826.1053.148.19.4
police		12044	4.0808	40.16	3.5276	Noun	11959	0.99	Noun.Verb.Name	11959.62.9
word		12013	4.0797	61.36	3.7116	Noun	11955	1.00	Noun.Verb	11955.54
fun	<<	12010	4.0796	55.22	3.6659	Noun	6172	0.51	Noun.Adjective.Name	6172.5815.3
wish	Wunsch	11991	4.0789	59.23	3.6963	Verb	10307	0.86	Verb.Noun	10307.1674
bit	bisschen	11987	4.0787	60.61	3.7063	Noun	6057	0.51	Noun.Adverb.Verb.Name	6057.5284.638.1
aren		11946	4.0773	65.27	3.7385	Noun	43	0.80	Noun.Name	43.11
game	<<	11926	4.0765	44.99	3.5769	Noun	11721	0.98	Noun.Verb.Adjective.Name	11721.163.23.1
party		11890	4.0752	44.40	3.5711	Noun	11809	0.99	Noun.Verb.Name	11809.72.7
set		11805	4.0721	61.81	3.7148	Verb	9574	0.81	Verb.Noun.Adjective.Name	9574.2197.32.1
cut	haut? <<<	11718	4.0689	58.89	3.6938	Verb	10537	0.90	Verb.Noun.Adjective	10537.1134.25
sleep		11625	4.0654	55.57	3.6686	Verb	7527	0.65	Verb.Noun.Name	7527.4072.3
shot	Schuss	11599	4.0645	50.50	3.6271	Noun	6236	0.54	Noun.Verb.Name	6236.5360.1
anybody		11573	4.0635	57.98	3.6870	Pronoun	11556	1.00	Pronoun	11556
stand		11536	4.0621	58.62	3.6918	Verb	10204	0.89	Verb.Noun.Name	10204.1297.2
water		11478	4.0599	49.20	3.6157	Noun	11362	0.99	Noun.Verb.Name	11362.94.8
trouble	<<	11401	4.0570	57.05	3.6800	Noun	11042	0.97	Noun.Verb.Name	11042.341.3
dear	teuer	11395	4.0568	41.11	3.5377	Interjection	5368	0.47	Interjection.Adjective.Noun.Adverb.Name	5368.3787.2194.43.4
couple	<<	11394	4.0567	59.48	3.6981	Noun	11184	0.98	Noun.Verb	11184.202
break	brech	11275	4.0522	59.88	3.7010	Verb	7500	0.67	Verb.Noun	7500.3763
story	Wisster <> Meister?	11260	4.0516	50.85	3.6300	Noun	11246	1.00	Noun.Name	11246.1
far	fort	11259	4.0515	61.84	3.7150	Adverb	8826	0.78	Adverb.Conjunction.Adjective	8826.1731.694
um		11197	4.0491	32.98	3.4420	Interjection	11190	1.00	Interjection	11190
close	Klause --	11191	4.0489	61.77	3.7145	Adjective	4634	0.41	Adjective.Verb.Adverb.Noun.Name	4634.4572.1887.72.8
funny		11127	4.0464	55.54	3.6684	Adjective	11107	1.00	Adjective	11107
lady	Lotte	11071	4.0442	49.23	3.6160	Noun	11013	1.00	Noun.Name	11013.20
death		11051	4.0434	51.00	3.6313	Noun	11024	1.00	Noun.Name	11024.23
walk	walten	11009	4.0418	57.80	3.6857	Verb	8691	0.79	Verb.Noun.Name	8691.2295.2
fire		10990	4.0410	47.07	3.5965	Noun	8175	0.75	Noun.Verb.Name	8175.2785.5
hate		10944	4.0392	56.65	3.6770	Verb	10348	0.95	Verb.Noun	10348.587
gun	Kanone	10873	4.0364	35.48	3.4738	Noun	10813	1.00	Noun.Verb	10813.37
rest	Rast	10861	4.0359	61.30	3.7112	Noun	9099	0.84	Noun.Verb	9099.1757
person		10857	4.0357	56.18	3.6733	Noun	10845	1.00	Noun.Name	10845.2
