northeuralex-0.9-concept-data.tsv
number	position_in_ranking	ranking_value	id_nelex	gloss_en	gloss_ru	annotation_en	annotation_en	annotation_ru	concepticon	concepticon_id	concepticon_proposed	comments
686	553	-0,950231	aufgehen[Sonne]::V	rise	взойти	[]	[of the sun]	[о солнце]	RISE_(MOVE_UPWARDS)	568	RISE_(MOVE_UPWARDS)	
687	462	-1,162021	untergehen[Sonne]::V	set	зайти	[]	[of the sun]	[о солнце]	SET_(HEAVENLY_BODIES)	160	SET_(HEAVENLY_BODIES)	
688	383	-1,362861	scheinen[Sonne]::V	shine	светить	[]	[of the sun]	[о солнце]	SHINE	708	SHINE	
689	524	-1,016719	donnern::V	thunder	греметь	[Donner]	[BSP:``it thundered'']	[о громе]	THUNDER_(VERB)	2378	THUNDER_(VERB)	
690	318	-1,498975	wehen::V	blow	дуть	[Wind]	[of wind]	[о ветре]	BLOW_(OF_WIND)	175	BLOW_(OF_WIND)	
691	380	-1,37064	strömen::V	stream	литься	[ununterbrochen fließen]	[to flow in a continuous manner]	[течь непрерывной струёй]	<NA>	0	FLOW_(OF_RIVER)	
692	171	-1,918084	fließen::V	flow	течь	[BSP:Fluss]	[EX:a river]	[НАПР:о реке]	FLOW	2003	FLOW	
693	761	-0,473695	sich drehen::V	revolve	вращаться	[BSP:Rad]	[EX:of a wheel]	[НАПР:о колесе]	<NA>	0	REVOLVE	
694	805	-0,344178	schwanken::V	sway	качаться	[sich vor- und zurückbewegen]	[move backward and forward]	[двигаться взад и вперед]	SWAY	573	SWAY	
695	794	-0,383429	schwingen::V	swing	колебаться	[sich hin- und herbewegen]	[repeatedly move from side to side]	[ритмично, из стороны в сторону, НАПР:о маятнике]	<NA>	0	SWING_(MOVEMENT)	
696	47	-2,509665	fallen::V	fall	падать	[sich schnell abwärts bewegen]	[swiftly move downwards]	[быстро перемещаться вниз]	FALL	1280	FALL	
697	62	-2,421121	brennen::V	burn	гореть	[BSP:Holz]	[BSP:of wood]	[НАПР:о дровах]	BURNING	1428	BURNING	
698	692	-0,644994	rauchen::V	smoke	дымить	[Qualm ausstoßen]	[give off smoke]	[производить дым]	<NA>	0	SMOKE_(EMIT_SMOKE)	
699	592	-0,868005	regnen::V	rain	идти	[BSP:``es regnet'']	[BSP:``it is raining'']	[о дожде; дождить]	RAIN_(RAINING)	1253	RAIN_(RAINING)	
700	399	-1,323758	gefrieren::V	freeze	замёрзнуть	[durch Kälte erstarren]	[to become solid due to low temperature]	[застыть от холода]	FREEZE	1431	FREEZE	
701	222	-1,750117	tauen::V	thaw	таять	[BSP:Schnee]	[EX:of snow]	[НАПР:о снеге]	<NA>	0	THAW	
702	180	-1,883325	schmelzen::V	melt	плавиться	[BSP:Eis]	[EX:of ice]	[НАПР:о льде]	MELT	2334	MELT	
703	167	-1,92829	trocknen::V	dry	сохнуть	[BSP:von Kleidung]	[EX:of clothes]	[НАПР:об одежде]	DRY_UP	1786	DRY_UP	
704	407	-1,308831	sieden::V	boil	кипеть	[Wasser]	[of water]	[о воде]	BOIL_(OF_LIQUID)	792	BOIL_(OF_LIQUID)	
705	179	-1,884846	faulen::V	rot	гнить	[BSP:Fleisch]	[EX:of meat]	[портиться, НАПР:об овощах, фруктах, еде]	SPOIL_(BECOME_SPOILED)	569	SPOIL_(BECOME_SPOILED)	
706	288	-1,588351	verfaulen::V	decay	сгнить	[BSP:Holz]	[EX:of wood]	[НАПР:о дереве]	<NA>	0	DECAY	
707	701	-0,623679	reißen::V	snap	рваться	[BSP:Faden]	[EX:of a thread]	[НАПР:о нитке]	<NA>	0	SNAP_(INTO_BITS)	
708	336	-1,461068	versinken::V	sink	тонуть	[BSP:Stein im Wasser]	[EX:stone in water]	[НАПР:камень в воду]	<NA>	0	SINK_(IN_WATER)	
709	830	-0,252688	vergehen::V	pass	проходи́ть	[Zeit]	[of time]	[о времени]	PASS	1951	PASS	
710	699	-0,627745	erscheinen::V	appear	появиться	[BSP:Licht, Geist]	[EX:light, ghost]	[НАПР:о свете, о призраке]	<NA>	0	APPEAR	
711	586	-0,881335	verschwinden::V	disappear	исчезнуть	[BSP:Licht, Geist]	[EX:light, ghost]	[НАПР:о свете, о призраке]	DISAPPEAR	485	DISAPPEAR	
712	706	-0,614616	sinken::V	drop, descend	спадать	[BSP:Wasserspiegel]	[EX:water level]	[понижаться, НАПР:об уровне воды]	<NA>	0	DROP_(MOVEMENT)	
713	878	-0,012607	abnehmen::V	decrease	уменьшиться	[weniger werden]	[of quantity]	[стать меньше]	<NA>	0	DECREASE	
714	874	-0,037772	zunehmen::V	increase	увеличиться	[mehr werden]	[of quantity]	[в количестве]	INCREASE	1041	INCREASE	
715	429	-1,244373	steigen::V	rise	подниматься	[BSP:Wasserspiegel]	[EX:water level]	[НАПР:об уровне воды]	<NA>	0	RISE_(MOVEMENT)	
716	50	-2,486656	wachsen::V	grow	расти	[BSP:Pflanze]	[EX:of a plant]	[НАПР:о растении]	GROW	479	GROW	
717	815	-0,288668	glänzen::V	shine	блестеть	[BSP:Metall, glänzende Oberfläche]	[EX:of metal, shiny surface]	[НАПР:о металле, поверхности]	<NA>	0	SHINE_(OF_METAL)	
718	1009	1,892674	funkeln::V	sparkle, twinkle	сверкать	[BSP:Stern, kleines Licht]	[EX:of star, little light]	[НАПР:о звезде, об огоньке]	<NA>	0	TWINKLE	
719	1001	1,406422	lärmen::V	be noisy	шуметь	[BSP:Kinder]	[EX:children]	[НАПР:о детях]	<NA>	0	BE_NOISY	
720	825	-0,265415	läuten::V	chime	звонить	[BSP:Glocke]	[EX:of bell]	[НАПР:о колоколе]	<NA>	0	CHIME	
721	875	-0,034984	klingeln::V	ring	звонить	[BSP:Türklingel, Telefon]	[EX:doorbell, phone]	[НАПР:о дверном звонке, телефоне]	<NA>	0	RING_(SIGNAL)	
722	989	1,018415	klirren::V	tinkle	звякать	[BSP:Glas]	[EX:glass]	[НАПР:о стакане, монетах]	<NA>	0	TINKLE	
723	895	0,090194	brausen::V	roar	бушевать	[BSP:Sturm, Meer]	[EX:storm, sea]	[НАПР:о буре, море]	<NA>	0	ROAR_(OF_SEA)	
724	784	-0,407995	rauschen::V	rustle	шелестеть	[BSP:Blätter im Wind]	[EX:of leaves in breeze]	[НАПР:о листьях при ветре]	<NA>	0	RUSTLE_(OF_LEAVES)	
725	950	0,478018	klingen::V	sound	звучать	[BSP:Musikinstrument]	[EX:of instrument]	[НАПР:об инструменте]	<NA>	0	SOUND_(OF_INSTRUMENT)	
726	379	-1,372562	bellen::V	bark	лаять	[Hund]	[of dog]	[о собаке]	BARKING	1206	BARKING	
727	118	-2,131521	heulen::V	howl	выть	[BSP:Wolf]	[EX:of wolf]	[о волке]	HOWL	526	HOWL	
728	115	-2,154939	blasen::V	blow	дунуть	[mit dem Mund]	[using the mouth]	[ртом]	BLOW_(WITH_MOUTH)	176	BLOW_(WITH_MOUTH)	
729	885	0,022718	pfeifen::V	whistle	свистеть	[mit dem Mund]	[using the mouth]	[ртом]	WHISTLE	1025	WHISTLE	
730	675	-0,683098	schreien::V	shout	кричать	[Mensch]	[of human]	[о человеке]	SHOUT	715	SHOUT	
731	341	-1,453449	stöhnen::V	groan	стонать	[BSP:vor Schmerz]	[EX:in pain]	[НАПР:от сильной боли]	GROAN	716	GROAN	
732	555	-0,948732	zittern::V	tremble	дрожать	[BSP:vor Angst]	[EX:with fear]	[НАПР:от страха]	<NA>	0	TREMBLE	
733	60	-2,444067	leben::V	live	жить	[lebendig sein]	[be alive]	[быть живым]	BE_ALIVE	1422	BE_ALIVE	
734	279	-1,615461	geboren werden::V	be born	родиться	[Mensch]	[of human]	[о человеке]	BE_BORN	1090	BE_BORN	
735	630	-0,791366	atmen::V	breathe	дышать	[Mensch]	[of human]	[о человеке]	BREATHE	1407	BREATHE	
736	22	-2,816412	trinken::V	drink	пить	[Mensch]	[of human]	[о человеке]	DRINK	1401	DRINK	
737	83	-2,305338	essen::V	eat	кушать, есть	[Mensch]	[of human]	[о человеке]	EAT	1336	EAT	
738	642	-0,75728	schlucken::V	swallow	глотать	[hinunterschlucken, BSP:Essen]	[EX:food]	[проглоти́ть, НАПР:пищу]	SWALLOW	897	SWALLOW	
739	716	-0,576751	müde werden::V	get tired	устать	[]	[]	[]	GET_TIRED	1996	GET_TIRED	
740	728	-0,545952	einschlafen::V	fall asleep	заснуть	[]	[]	[]	FALL_ASLEEP	1106	FALL_ASLEEP	
741	71	-2,365508	schlafen::V	sleep	спать	[]	[]	[]	SLEEP	1585	SLEEP	
742	709	-0,598964	aufwachen::V	wake up	проснуться	[]	[]	[]	WAKE_UP	1602	WAKE_UP	
743	326	-1,486819	aufstehen::V	get up	встать	[vom Bett]	[rise from one's bed]	[с постели]	<NA>	0	ARISE_(FROM_SLEEP)	not distinct from STAND UP
744	889	0,045065	sich erholen::V	relax	отдыхать	[entspannen]	[recreate]	[]	REST	168	REST	
745	982	0,917206	krank werden::V	fall ill	заболеть	[]	[]	[захворать]	BECOME_SICK	2327	BECOME_SICK	
746	935	0,390157	krank sein::V	be ill	болеть	[]	[]	[страдать болезнью, хворать]	<NA>	0	BE_ILL	
747	397	-1,324395	schmerzen::V	ache	болеть	[BSP:Kopf]	[EX:of head]	[причинять боль, НАПР:о голове]	ACHE	1815	ACHE	
748	314	-1,510005	husten::V	cough	кашлять	[]	[]	[]	COUGH	879	COUGH	
749	954	0,499454	genesen::V	recover	поправиться	[von Krankheit]	[from an illness]	[выздороветь]	RECOVER	1978	RECOVER	
750	36	-2,637937	sterben::V	die	умереть	[Mensch]	[of human]	[о человеке]	DIE	1494	DIE	
751	375	-1,378932	umkommen::V	perish	погибнуть	[eines gewaltsamen Todes sterben]	[die violently]	[умереть насильственной смертью]	<NA>	0	PERISH_(OF_HUMAN)	
752	542	-0,970792	sich bewegen::V	move	двигаться	[den Ort wechseln]	[change place]	[перемещаться]	<NA>	0	MOVE_(OF_PERSON)	MOVE = move sth.
753	792	-0,387168	sich rühren::V	budge	шевельнуться	[ein bisschen, BSP:zucken]	[change posture]	[слегка двигаться, НАПР:в траве что-то шевелится]	<NA>	0	BUDGE	
754	653	-0,730024	sich erheben::V	stand up	встать	[BSP:von einem Stuhl]	[EX:from a chair]	[НАПР:со стула]	STAND_UP	570	STAND_UP	
755	97	-2,246447	sich setzen::V	sit down	сесть	[eine sitzende Haltung einnehmen]	[assume a sitting position]	[принять сидячее положение]	SIT_DOWN	1649	SIT_DOWN	
756	492	-1,098125	hinfallen::V	tumble	упасть	[stürzen]	[fall end over end]	[свалиться, о человеке]	<NA>	0	TUMBLE	
757	226	-1,741692	laufen::V	walk	ходить	[zu Fuß gehen]	[move on the feet]	[пешком]	WALK	1443	WALK	
758	655	-0,724882	schreiten::V	step	шагать	[Schritte machen]	[move the foot in walking]	[идти шагом]	STEP_(VERB)	2065	STEP_(VERB)	
759	990	1,053496	spazierengehen::V	take a walk	гулять	[spazieren]	[]	[совершать прогулку]	<NA>	0	TAKE_A_WALK	
760	879	-0,000859	eilen::V	rush	спешить	[hasten, sich möglichst schnell bewegen]	[move in haste]	[двигаться по возможности быстро]	<NA>	0	MOVE_IN_HASTE	HURRY too general
761	951	0,495496	sich beeilen::V	hurry	торопиться	[sich abhetzen, in Eile sein]	[do things quickly]	[действовать по возможности быстро]	<NA>	0	HURRY_UP	HURRY too general
762	965	0,613273	sausen::V	dash	мчаться	[dahineilen, BSP:Fahrzeug]	[EX:of a vehicle]	[очень быстро перемещаться, НАПР:о машине]	<NA>	0	DASH_(OF_VEHICLE)	
763	373	-1,382523	rennen::V	run	бегать	[Mensch]	[of human]	[о человеке]	RUN	1519	RUN	
764	517	-1,029859	springen::V	jump	прыгать	[Mensch]	[of human]	[о человеке]	JUMP	1829	JUMP	
765	694	-0,64111	klettern::V	climb	лазать	[Mensch]	[of human]	[карабкаться, о человеке]	CLIMB	1102	CLIMB	
766	977	0,786987	schaukeln::V	seesaw	качаться, раскачиваться	[wippen, auf Schaukel]	[use a seesaw]	[НАПР:на качелях]	<NA>	0	SEESAW_(ACTION)	
767	441	-1,215912	kriechen::V	creep	ползать	[Mensch]	[of human]	[о человеке]	CRAWL	96	CRAWL	
768	108	-2,189305	schwimmen::V	swim	плавать	[Mensch]	[of human]	[о человеке]	SWIM	1439	SWIM	
769	952	0,49785	tauchen::V	dive	нырять	[Mensch]	[of human]	[о человеке]	DIVE	119	DIVE	
770	494	-1,096761	rudern::V	row	грести	[ein Boot mittels Riemen bewegen]	[propel a boat using oars]	[передвигать лодку вёслами]	ROW	1849	ROW	
771	290	-1,58203	fahren::V	drive	ехать	[sich mit einem Fahrzeug fortbewegen]	[travel by a vehicle]	[на транспортном средстве]	DRIVE	808	DRIVE	
772	87	-2,298994	fliegen::V	fly	летать	[BSP:Vogel]	[EX:of bird]	[НАПР:о птице]	FLY_(MOVE_THROUGH_AIR)	1441	FLY_(MOVE_THROUGH_AIR)	
773	27	-2,736382	gehen::V	go	идти	[sich im Raum fortbewegen]	[move through space]	[передвигаться в пространстве]	GO	695	GO	
774	483	-1,118829	weggehen::V	go away	уйти	[einen Ort verlassen]	[leave a place]	[удалиться откуда-либо]	LEAVE	1752	LEAVE	
775	881	0,005342	abfahren::V	depart	отправиться	[sich auf einen Weg begeben]	[set out on a journey]	[начать путь]	<NA>	0	DEPART	
776	552	-0,953666	anhalten::V	stop	остановиться	[stehenbleiben]	[cease moving]	[прекратить двигаться]	<NA>	0	STOP_(OF_MOVEMENT)	
777	387	-1,343379	hineingehen::V	go in	входить	[einen Ort betreten]	[go into an enclosed space]	[вступать в помещение]	<NA>	0	GO_INSIDE	
778	232	-1,728532	eintreten::V	enter	войти	[betreten, BSP:Gebäude, Raum]	[EX:a building, a room]	[НАПР:в здание, в комнату]	ENTER	749	ENTER	
779	16	-2,955592	kommen::V	come	прийти	[sich hierher begeben]	[move here]	[двигаться сюда]	COME	1446	COME	
780	579	-0,895781	ankommen::V	arrive	прибыть	[sein Ziel erreichen]	[reach one's destination]	[достигнуть пункта назначения]	ARRIVE	1387	ARRIVE	
781	904	0,14352	zurückkommen::V	come back	возвратиться	[wieder an den Ausgangspunkt kommen]	[return to a place]	[вернуться на то же место]	COME_BACK	581	COME_BACK	
782	70	-2,372659	bleiben::V	stay	остаться	[an einem Ort]	[remain in a place]	[в прежнем месте]	REMAIN	987	REMAIN	
783	305	-1,544536	warten::V	wait	ожидать	[untätig sein, bis etwas passiert]	[delay action until something happens]	[проводить время, ожидая какого-то события НАПР:ждать грозы]	WAIT_(FOR)	1590	WAIT_(FOR)	
784	460	-1,163951	erwarten::V	await	ждать	[auf jemanden warten]	[wait for someone]	[кого-либо]	<NA>	0	AWAIT	
785	477	-1,13323	suchen::V	look for	искать	[versuchen zu finden]	[seek, attempt to find]	[пытаться найти]	LOOK_FOR	1468	LOOK_FOR	
786	105	-2,209385	finden::V	find	найти	[etwas Gesuchtes]	[locate something searched for]	[в результате поисков]	FIND	719	FIND	
787	880	0,004959	versuchen::V	try	пытаться	[etwas zu tun]	[attempt]	[]	TRY	1812	TRY	
788	613	-0,839309	vorbereiten::V	prepare	подготовить	[bereitmachen]	[make ready, set up]	[НАПР:материал для работы]	<NA>	0	PREPARE	
789	471	-1,142732	lieben::V	love	любить	[innige Zuneigung empfinden für]	[have a strong affection for]	[быть преданным кому-либо]	LOVE	923	LOVE	
790	922	0,307044	mögen::V	like	любить	[gern haben]	[favor, be in favor of]	[испытывать чувство симпатии к кому-либо, чему-либо]	LIKE	1117	LIKE	
791	174	-1,908193	lachen::V	laugh	смеяться	[]	[]	[]	LAUGH	1355	LAUGH	
792	964	0,607087	rühren::V	move	растрогать	[innerlich, emotional]	[arouse the feelings of]	[вызвать чувствa, приятно взволновать]	<NA>	0	MOVE_EMOTIONALLY	
793	169	-1,926978	weinen::V	weep, cry	плакать	[Tränen vergießen]	[shed tears]	[проливать слёзы]	CRY	1839	CRY	
794	902	0,133374	schimpfen::V	grumble	ругаться	[seinen Ärger kundtun]	[complain in a surly manner]	[браниться]	<NA>	0	GRUMBLE	
795	869	-0,082379	sich ärgern::V	be annoyed	сердиться	[verärgert sein]	[be irritated]	[испытывать раздражение]	<NA>	0	BE_ANNOYED	
796	354	-1,424223	sich fürchten::V	be afraid	бояться, опасаться	[Angst haben]	[be frightened]	[испытывать боязнь]	<NA>	0	BE_AFRAID	intransitive
797	507	-1,059431	fürchten::V	be afraid of	бояться, страшиться	[sich fürchten vor]	[fear]	[чего-либо]	FEAR_(BE_AFRAID)	1419	FEAR_(BE_AFRAID)	
798	572	-0,919575	fliehen::V	flee	убегать	[weglaufen, sich retten]	[run away]	[удаляться бегом, спасаться бегством]	FLEE	956	FLEE	
799	785	-0,400336	flüchten::V	escape	убежать, сбежать	[entkommen, BSP:aus Gefangenschaft]	[get away, BSP:from captivity]	[совершить побег]	ESCAPE	1615	ESCAPE	
800	43	-2,543003	sehen::V	see	видеть	[mit den Augen wahrnehmen]	[perceive with the eyes]	[воспринимать зрением]	SEE	1409	SEE	
801	832	-0,243208	anschauen::V	look at	посмотреть	[den Blick richten auf]	[turn the eyes toward]	[направить взгляд на]	LOOK	1819	LOOK	
802	802	-0,34821	ansehen::V	watch	смотреть	[BSP:Film]	[view for a period of time, EX:movie]	[быть зрителем чего-либо, НАПР:фильма]	WATCH	1650	WATCH	
803	58	-2,454137	hören::V	hear	слышать	[mit den Ohren wahrnehmen]	[perceive with the ears]	[воспринимать звуки чего-либо]	HEAR	1408	HEAR	
804	467	-1,147701	zuhören::V	listen	слушать	[auf Gesprochenes achten]	[pay attention to speech]	[обращать внимание на речь]	LISTEN	1608	LISTEN	
805	911	0,172342	probieren::V	taste	пробовать	[eine Kostprobe nehmen von, abschmecken]	[sample the flavor of]	[кушанье для оценки]	TASTE_(SOMETHING)	21	TASTE_(SOMETHING)	
806	733	-0,534779	riechen::V	smell	нюхать	[den Geruch wahrnehmen von]	[sense the smell of]	[воспринимать запах чего-либо]	SMELL_(PERCEIVE)	1586	SMELL_(PERCEIVE)	
807	414	-1,281685	fühlen::V	feel	чувствовать	[spüren]	[sense]	[ощущать]	FEEL_(TACTUALLY)	2559	FEEL_(TACTUALLY)	
808	664	-0,704274	scheinen::V	seem	казаться	[den Anschein haben]	[appear, be perceived as]	[производить впечатление]	SEEM	1521	SEEM	
809	696	-0,638833	zu sehen sein::V	show	виднеться	[sichtbar sein]	[be visible]	[быть видным]	VISIBLE	1868	VISIBLE	
810	556	-0,947446	vernehmen::V	hear	услышать, узнать	[erfahren, zu hören bekommen]	[receive information about]	[получить информацию о]	<NA>	0	HEAR_(INFORMATION)	
811	917	0,226774	frieren::V	be cold	холодно	[Kälte verspüren]	[feel the sensation of coldness]	[об ощущении холода, НАПР:``мне холодно'']	SHIVER	52	SHIVER	
812	570	-0,920458	tun::V	do	делать	[BSP:``was tust du?'']	[EX:``what are you doing?'']	[НАПР:``что ты делаешь?'']	DO	813	DO	
813	187	-1,861166	können::V	can	мочь	[in der Lage sein zu]	[be able to]	[быть в состоянии]	BE_ABLE	972	BE_ABLE	
814	181	-1,882813	wollen::V	want	хотеть	[wünschen]	[desire]	[иметь желание]	WANT	1784	WANT	
815	480	-1,126721	anfangen::V	start	начать	[BSP:einen Streit]	[initiate, EX:a quarrel]	[НАПР:спор]	BEGIN	1806	BEGIN	
816	382	-1,364409	beenden::V	finish	закончить	[zu Ende bringen, abschließen]	[EX:a piece of work]	[НАПР:работу]	FINISH	1766	FINISH	
817	403	-1,31743	aufhören::V	stop	перестать	[die aktuelle Tätigkeit sein lassen]	[stop the current activity]	[прекратить действие]	<NA>	0	STOP_(OF_ACTIVITY)	
818	863	-0,094677	gelingen::V	succeed	удаться	[glücken, Erfolg haben, gut ausfallen]	[be successful]	[хорошо завершиться]	SUCCEED	1112	SUCCEED	
819	817	-0,277539	geraten::V	turn out	оказаться	[ausfallen, sich herausstellen als]	[result, end up]	[получаться]	RESULT_IN	1723	RESULT_IN	
820	117	-2,13593	öffnen::V	open	открыть	[BSP:ein Fenster]	[EX:a window]	[НАПР:окно]	OPEN	1156	OPEN	
821	338	-1,459273	schließen::V	close	закрыть	[BSP:ein Fenster]	[EX:a window]	[НАПР:окно]	SHUT	1046	SHUT	
822	51	-2,480914	stellen::V	put	поставить	[aufrecht hinstellen, BSP:ein Glas]	[in upright position, EX:a glass]	[поместить вертикально, НАПР:стакан]	PUT	998	PUT	
823	160	-1,955292	setzen::V	place	посадить	[in eine sitzende Position bringen]	[cause someone to sit]	[сделать так, чтобы кто-либо сел]	<NA>	0	CAUSE_TO_SIT	
824	80	-2,311545	legen::V	lay	класть	[BSP:Geld auf einen Tisch]	[EX:money onto a table]	[НАПР:деньги на стол]	LAY_(VERB)	2071	LAY_(VERB)	
825	496	-1,09588	berühren::V	touch	трогать	[in körperlichen Kontakt kommen mit]	[make physical contact with]	[прикасаться]	TOUCH	1892	TOUCH	
826	565	-0,936099	verbinden::V	connect	связать	[verknüpfen, BSP:mit Schnüren]	[join, EX:using strings]	[скрепить вместе, НАПР:верёвками]	<NA>	0	CONNECT	not distinct from TIE
827	176	-1,89734	bedecken::V	cover	покрыть	[BSP:ein Boot mit einer Plane]	[EX:a boat using a canvas]	[НАПР:лодку плёнкой]	COVER	761	COVER	
828	440	-1,218026	aufhängen::V	hang up	повесить	[BSP:ein Bild]	[EX:a picture]	[НАПР:картину]	HANG_UP	357	HANG_UP	
829	512	-1,045345	anzünden::V	light	зажечь	[BSP:eine Kerze]	[EX:a candle]	[НАПР:свечу]	LIGHT_(IGNITE)	737	LIGHT_(IGNITE)	
830	384	-1,356896	aufheben::V	pick up	поднять	[vom Fußboden]	[from the floor]	[взять с пола]	PICK_UP	371	PICK_UP	
831	530	-0,993607	zurücklassen::V	leave	оставить	[BSP:einen Mantel zu Hause]	[EX:a coat at home]	[НАПР:пальто дома]	<NA>	0	LEAVE_(SOMETHING)	
832	215	-1,770692	verlieren::V	lose	потерять	[BSP:einen Schlüssel]	[EX:a key]	[НАПР:ключ]	<NA>	0	LOSE_(SOMETHING)	
833	759	-0,479748	fallen lassen::V	drop	уронить	[aus den Händen]	[let fall from one's hands]	[выпустить из рук]	<NA>	0	DROP_(SOMETHING)	
834	294	-1,568211	machen::V	make	сделать	[anfertigen, hervorrufen]	[create, bring about]	[совершить, изготовить]	MAKE	734	MAKE	
835	828	-0,254193	herstellen::V	produce	изготовить	[produzieren]	[manufacture]	[произвести]	<NA>	0	PRODUCE	
836	844	-0,209776	bauen::V	build	строить	[BSP:ein Haus]	[EX:a house]	[НАПР:дом]	BUILD	1840	BUILD	
837	729	-0,543419	reparieren::V	repair, mend	чинить	[BSP:ein Auto]	[EX:a car]	[НАПР:машину]	REPAIR	2243	REPAIR	
838	801	-0,348424	verbessern::V	improve	улучшить	[besser machen]	[make better]	[сделать лучше]	<NA>	0	IMPROVE_(SOMETHING)	
839	456	-1,179458	ändern::V	alter	изменить	[anders machen]	[make different]	[сделать иным]	CHANGE	1264	CHANGE	
840	157	-1,966593	graben::V	dig	копать, рыть	[in Erde]	[in earth]	[землю]	DIG	1418	DIG	
841	523	-1,018683	beugen::V	bow	согнуть	[BSP:den Arm]	[EX:the arm]	[НАПР:руку]	BEND	2004	BEND	
842	286	-1,592001	biegen::V	bend	погнуть	[BSP:ein Rohr]	[EX:a pipe]	[НАПР:трубу]	BEND_(SOMETHING)	2224	BEND_(SOMETHING)	
843	604	-0,84799	drehen::V	spin	вертеть	[BSP:einen Spieß]	[EX:a skewer]	[НАПР:вертел]	TURN_(SOMETHING)	1445	TURN_(SOMETHING)	
844	647	-0,744863	wenden::V	turn over	перевернуть	[BSP:Pfannkuchen, Fleischstücke]	[EX:pancakes, pieces of meat]	[положить на другую сторону, НАПР:блины, куски мяса]	<NA>	0	FLIP	
845	967	0,62789	umdrehen::V	turn, turn around	повернуть, поворачивать	[BSP:die Hand]	[EX:palm]	[НАПР:ладонь]	<NA>	0	TURN_AROUND_(SOMETHING)	
846	221	-1,750496	heben::V	raise	поднимать	[BSP:die Hand]	[EX:one's hand]	[переместить в верхнее положение, НАПР:руку, голову]	RAISE	1317	RAISE	
847	504	-1,073664	hochheben::V	lift	поднять	[BSP:eine Kiste]	[EX:a box]	[что-то тяжёлое, НАПР:ящик]	LIFT	501	LIFT	
848	860	-0,113547	ergreifen::V	seize	схватить	[in die Hand nehmen, BSP:ein Messer]	[grab, EX:a knife]	[хватать, НАПР:нож]	GRASP	2021	GRASP	
849	93	-2,260106	halten::V	hold	держать	[in Händen]	[in one's hands]	[в руках]	HOLD	1448	HOLD	
850	364	-1,403148	drücken::V	press	нажимать	[Druck erzeugen auf]	[exert weight or force against]	[надавливать]	PRESS	1913	PRESS	
851	868	-0,087342	schieben::V	push	толкать	[BSP:eine Kiste]	[shove, EX:a box]	[НАПР:ящик]	PUSH	1452	PUSH	
852	807	-0,340778	kratzen::V	scrape	скрести	[BSP:mit Messer auf Teller]	[EX:a plate using a knife]	[НАПР:ножом по тарелке]	SCRAPE	1767	SCRAPE	
853	148	-2,002041	lecken::V	lick	лизать	[BSP:eine Wunde]	[EX:a wound]	[НАПР:рану]	LICK	319	LICK	
854	266	-1,639337	beißen::V	bite	кусать, укусить	[BSP:ein Kind, von einem Hund]	[EX:a child, of a dog]	[НАПР:собака укусила ребёнка]	BITE	1403	BITE	
855	522	-1,019245	abreißen::V	tear off	оторвать	[BSP:Arm einer Puppe]	[EX:a doll's arm]	[НАПР:руку у куклы]	TEAR_(SHRED)	1735	TEAR_(SHRED)	
856	760	-0,478726	abschneiden::V	cut off	отрезать	[BSP:ein Stück Kuchen]	[EX:a piece of cake]	[НАПР:кусок пирога]	<NA>	0	CUT_OFF	
857	52	-2,472992	binden::V	tie	связать	[BSP:mit einem Seil]	[EX:using a rope]	[НАПР:верёвкой]	TIE	1917	TIE	
858	649	-0,738414	stecken::V	stick	воткнуть	[hineinstecken, BSP:Zweig in Loch]	[EX:a twig into a hole]	[НАПР:палку в землю]	<NA>	0	STICK_(SOMETHING)	
859	209	-1,778073	brechen::V	break	сломать	[BSP:einen Knochen]	[EX:a bone]	[НАПР:кость]	BREAK_(DESTROY_OR_GET_DESTROYED)	680	BREAK_(DESTROY_OR_GET_DESTROYED)	
860	790	-0,392148	klopfen::V	knock	стучать	[BSP:an eine Wand]	[EX:on a wall]	[НАПР:по стене]	KNOCK	2396	KNOCK	
861	322	-1,490448	hauen::V	hit	ударить	[BSP:auf einen Tisch]	[on purpose, EX:a table]	[EX:по столу]	HIT	1433	HIT	
862	609	-0,841727	kleben::V	glue	клеить, приклеить	[BSP:ein Plakat an eine Wand]	[EX:a poster to a wall]	[НАПР:афишу к стене]	<NA>	0	GLUE_(SOMETHING)	
863	366	-1,396142	reiben::V	rub	тереть	[reiben an, BSP:das Glas mit einem Tuch]	[EX:glass with a rag]	[НАПР:мехом о камень]	RUB	1449	RUB	
864	329	-1,477395	streichen::V	spread	намазать	[aufstreichen, BSP:Fett auf Oberfläche]	[EX:fat on a surface]	[НАПР:жир на поверхность]	<NA>	0	SPREAD_(SOMETHING)	
865	626	-0,79971	schleifen::V	sharpen	точить	[BSP:ein Messer]	[EX:a knife]	[НАПР:нож]	SHARPEN (SOMETHING)	251	SHARPEN (SOMETHING)	
866	293	-1,570564	schneiden::V	cut	резать	[BSP:Papier]	[EX:paper]	[НАПР:бумагу]	CUT	1432	CUT	
867	929	0,35263	rütteln::V	jog	шатать	[BSP:an einer Tür]	[EX:on a door]	[НАПР:дверь]	<NA>	0	JOG	
868	474	-1,139991	schütteln::V	shake	трясти	[BSP:eine Flasche]	[EX:a bottle]	[НАПР:бутылку]	SHAKE	1909	SHAKE	
