diff_count	length	record_a	glyphs_a	codes_a	record_b	glyphs_b	codes_b	diff_positions
2	4	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[1, 2]
2	4	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	P009535	𜌓 𛵁 𛵳 𜈽	M388 M003 M026~a M346	[1, 2]
2	4	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	[1, 2]
2	4	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[1, 2]
2	4	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	P368521	𜌓 𛽆 𛹜 𛹧	M388 M153 M096 M099	[1, 3]
2	4	P009535	𜌓 𛵁 𛵳 𜈽	M388 M003 M026~a M346	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	[1, 2]
2	4	P009535	𜌓 𛵁 𛵳 𜈽	M388 M003 M026~a M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[1, 2]
2	4	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[1, 2]
2	4	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	P368539	𜌓 𛸘 𜋏 𜊩	M388 M066~a M380 M371	[2, 3]
2	4	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1, 2]
2	4	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	P272825	𛵔 𜌓 𛻛 𛿺	M009~a M388 M131 M218	[0, 1]
2	4	P272825	𜆡 𜂼 𜉇 𜊩	M305 M262 M347 M371	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[1, 2]
2	4	P272825	𛵔 𜌓 𛻛 𛿺	M009~a M388 M131 M218	P368478	𛹈 𜌓 𜅘 𛿺	M080~c M388 M295 M218	[0, 2]
2	4	P272825	𜀈 𜆡 𜌓 𜂕	M219 M305 M388 M254~a	P368601	𛴺 𜆡 𜌓 𛿺	M001 M305 M388 M218	[0, 3]
2	4	P272825	𜆡 𜌓 𜉚 𛹥	M305 M388 M352~n M097~h	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[2, 3]
