score	num_documents	min_gap	sign_a	glyph_a	freq_a	sign_b	glyph_b	freq_b	VERTICAL neighbor examples_with_actual_glyphs
0.1435	7	1	M146	𛼢	28	M371	𜊩	85	P008084(gap2: 𛼢M146/𜊩M371), P008161(gap2: 𛼢M146/𜊩M371), P008271(gap2: 𛼥M146~2/𜊩M371), P008271(gap2: 𛼥M146~2/𜊩M371)
0.1388	7	1	M003	𛵁	53	M373	𜊲	48	P008105(gap3: 𛵂M003~b/𜊲M373), P008310(gap2: 𛵂M003~b/𜊲M373), P008310(gap2: 𛵂M003~b/𜊲M373), P008310(gap1: 𛵂M003~b/𜊲M373)
0.1320	7	1	M263	𜃁	134	M264	𜃋	21	P008190(gap1: 𜃈M263~f/𜃋M264~a), P008292(gap3: 𜃃M263~a/𜃎M264~b), P008292(gap1: 𜃃M263~a/𜃎M264~b), P008313(gap1: 𜃃M263~a/𜃋M264~a)
0.1283	7	1	M024	𛵮	35	M371	𜊩	85	P008081(gap1: 𛵮M024/𜊩M371), P008271(gap1: 𛵮M024/𜊩M371), P008447(gap1: 𛵮M024/𜊩M371), P008958(gap1: 𛵮M024/𜊩M371)
0.1273	7	1	M072	𛸧	63	M373	𜊲	48	P008043(gap2: 𛸧M072/𜊲M373), P008043(gap1: 𛸧M072/𜊲M373), P008043(gap1: 𛸧M072/𜊲M373), P008193(gap3: 𛸧M072/𜊲M373)
0.1252	7	1	M321	𜇼	22	M376	𜊽	142	P008001(gap3: 𜈅M321~j/𜊽M376), P008001(gap2: 𜇼M321/𜊽M376), P008015(gap2: 𜇽M321~b/𜊿M376~b), P008099(gap2: 𜈀M321~f/𜊽M376)
0.1247	7	1	M059	𛸅	70	M210	𛿙	45	P008471(gap2: 𛸅M059/𛿤M210~ma), P008759(gap2: 𛸅M059/𛿡M210~g), P008759(gap2: 𛸅M059/𛿣M210~m), P008996(gap3: 𛸅M059/𛿞M210~d)
0.1143	7	1	M218	𛿺	163	M386	𜋸	23	P008049(gap2: 𛿺M218/𜋺M386~a), P008049(gap2: 𛿺M218/𜋺M386~a), P008271(gap2: 𜀄M218~b/𜋺M386~a), P008271(gap3: 𛿺M218/𜋺M386~a)
0.1072	7	1	M264	𜃋	21	M297	𜅸	203	P008189(gap3: 𜃎M264~b/𜅸M297), P008292(gap2: 𜃎M264~b/𜅸M297), P008991(gap3: 𜃑M264~d1/𜆀M297~d), P008993(gap1: 𜃑M264~d1/𜅻M297~b)
0.1010	7	1	M057	𛷶	89	M377	𜋀	54	P008082(gap1: 𛷸M057~a/𜋀M377), P008082(gap1: 𛷶M057/𜋀M377), P008144(gap2: 𛷼M057~b/𜋀M377), P008430(gap3: 𛷼M057~b/𜋀M377)
0.0988	7	1	M056	𛷱	57	M136	𛻰	88	P008041(gap1: 𛷲M056~e/𛻰M136), P008194(gap1: 𛷳M056~f/𛻷M136~b), P008761(gap1: 𛷳M056~f/𛻽M136~h), P008806(gap3: 𛷳M056~f/𛻾M136~i)
0.0985	7	1	M218	𛿺	163	M254	𜂔	31	P008051(gap2: 𛿺M218/𜂔M254), P008081(gap2: 𛿺M218/𜂕M254~a), P008096(gap1: 𛿺M218/𜂕M254~a), P008271(gap3: 𜀄M218~b/𜂕M254~a)
0.0951	7	1	M010	𛵜	57	M036	𛶎	95	P008234(gap1: 𛵞M010~2/𛶎M036), P008270(gap2: 𛵝M010~1/𛶎M036), P008279(gap1: 𛵜M010/𛶎M036), P008279(gap3: 𛵜M010/𛶎M036)
0.0889	7	1	M048	𛷋	38	M218	𛿺	163	P008163(gap3: 𛷌M048~d/𜀄M218~b), P008271(gap2: 𛷋M048~c/𛿺M218), P008447(gap2: 𛷌M048~d/𛿺M218), P008600(gap2: 𛷌M048~d/𛿺M218)
0.0880	7	1	M259	𜂣	23	M388	𜌓	275	P008455(gap2: 𜂣M259/𜌓M388), P008547(gap1: 𜂣M259/𜌓M388), P008907(gap1: 𜂣M259/𜌓M388), P008975(gap2: 𜂣M259/𜌓M388)
0.0854	7	1	M066	𛸗	79	M371	𜊩	85	P008040(gap2: 𛸗M066/𜊩M371), P008122(gap1: 𛸗M066/𜊩M371), P008122(gap3: 𛸗M066/𜊩M371), P008688(gap1: 𛸗M066/𜊩M371)
0.0827	7	1	M096	𛹜	44	M218	𛿺	163	P008064(gap2: 𛹜M096/𛿺M218), P008073(gap2: 𛹜M096/𛿺M218), P008444(gap1: 𛹜M096/𛿺M218), P008444(gap1: 𛹜M096/𛿺M218)
0.0785	7	1	M032	𛶃	56	M376	𜊽	142	P008099(gap1: 𛶃M032/𜊽M376), P008119(gap2: 𛶃M032/𜊽M376), P008154(gap2: 𛶃M032/𜊽M376), P008154(gap3: 𛶃M032/𜊽M376)
0.0784	7	1	M219	𜀈	29	M388	𜌓	275	P008110(gap1: 𜀈M219/𜌓M388), P008136(gap3: 𜀈M219/𜌓M388), P008351(gap3: 𜀈M219/𜌓M388), P008366(gap1: 𜀈M219/𜌓M388)
0.0771	7	1	M175	𛽹	30	M388	𜌓	275	P008296(gap1: 𛽹M175/𜌓M388), P008429(gap1: 𛽹M175/𜌓M388), P008432(gap1: 𛽹M175/𜌓M388), P008532(gap2: 𛽹M175/𜌓M388)
0.0716	7	1	M006	𛵉	86	M367	𜊊	111	P008284(gap2: 𛵉M006/𜊊M367), P008294(gap2: 𛵉M006/𜊊M367), P008294(gap2: 𛵉M006/𜊋M367~a), P008294(gap1: 𛵉M006/𜊊M367)
0.0713	7	1	M131	𛻛	29	M157	𛽔	332	P008026(gap2: 𛻟M131~e/𛽔M157), P008134(gap2: 𛻟M131~e/𛽔M157), P008158(gap2: 𛻟M131~e/𛽔M157), P008199(gap2: 𛻤M131~k/𛽤M157~a)
0.0695	7	1	M146	𛼢	28	M387	𜋾	362	P008093(gap2: 𛼢M146/𜋿M387~a), P008161(gap3: 𛼢M146/𜌆M387~ef), P008438(gap1: 𛼢M146/𜋾M387), P008636(gap1: 𛼢M146/𜌆M387~ef)
0.0681	7	1	M006	𛵉	86	M305	𜆡	123	P008137(gap1: 𛵈M005~a/𜆡M305), P008137(gap3: 𛵈M005~a/𜆡M305), P008813(gap1: 𛵈M005~a/𜆶M305~c), P008817(gap1: 𛵈M005~a/𜆡M305)
0.0668	7	1	M003	𛵁	53	M124	𛻃	207	P008043(gap2: 𛵂M003~b/𛻃M124), P008043(gap1: 𛵂M003~b/𛻃M124), P008043(gap3: 𛵂M003~b/𛻃M124), P008343(gap1: 𛵂M003~b/𛻃M124)
0.0641	7	1	M057	𛷶	89	M263	𜃁	134	P008124(gap3: 𛷶M057/𜃁M263), P008293(gap2: 𛷼M057~b/𜃁M263), P008314(gap1: 𛸁M057~i/𜃂M263~1), P008354(gap2: 𛷶M057/𜃁M263)
0.0607	7	1	M157	𛽔	332	M325	𜈒	40	P008027(gap1: 𛽔M157/𜈔M325~d), P008038(gap1: 𛽔M157/𜈔M325~d), P008759(gap2: 𛽔M157/𜈔M325~d), P008759(gap3: 𛽔M157/𜈒M325)
0.0573	7	1	M054	𛷪	182	M354	𜉠	82	P008486(gap1: 𛷰M054~i/𜉠M354), P008486(gap3: 𛷰M054~i/𜉠M354), P008694(gap3: 𛷪M054/𜉠M354), P008694(gap1: 𛷪M054/𜉠M354)
0.0560	7	1	M006	𛵉	86	M054	𛷪	182	P008253(gap1: 𛵉M006/𛷪M054), P008284(gap3: 𛵉M006/𛷰M054~i), P008638(gap2: 𛵐M007~b/𛷪M054), P008638(gap1: 𛵐M007~b/𛷪M054)
0.0555	7	1	M157	𛽔	332	M304	𜆛	48	P008157(gap3: 𛽔M157/𜆛M304), P008931(gap2: 𛽤M157~a/𜆛M304), P008981(gap3: 𛽔M157/𜆠M304~b), P008998(gap2: 𛽔M157/𜆛M304)
0.0550	7	1	M001	𛴺	89	M054	𛷪	182	P008322(gap1: 𛴺M001/𛷰M054~i), P008863(gap1: 𛴺M001/𛷪M054), P008863(gap1: 𛴺M001/𛷪M054), P008863(gap1: 𛴺M001/𛷪M054)
0.0531	7	1	M036+N30D	𛶔	48	M387	𜋾	362	P008165(gap1: 𛶔M036+N30D/𜌁M387~c), P008168(gap1: 𛶔M036+N30D/𜌁M387~c), P008275(gap2: 𛶔M036+N30D/𜋿M387~a), P008331(gap2: 𛶔M036+N30D/𜌆M387~ef)
0.0530	7	1	M006	𛵉	86	M297	𜅸	203	P008530(gap1: 𛵈M005~a/𜅸M297), P008813(gap3: 𛵈M005~a/𜅻M297~b), P008817(gap3: 𛵈M005~a/𜅸M297), P008847(gap2: 𛵉M006/𜅸M297)
0.0528	7	1	M218	𛿺	163	M370	𜊛	108	P008043(gap1: 𛿺M218/𜊛M370), P008043(gap2: 𛿺M218/𜊛M370), P008048(gap1: 𛿺M218/𜊛M370), P008432(gap1: 𛿺M218/𜊛M370)
0.0504	7	1	M157	𛽔	332	M203	𛾳	58	P008015(gap3: 𛽔M157/𛾳M203~a), P008156(gap1: 𛽔M157/𛾴M203~c), P008212(gap1: 𛽔M157/𛾴M203~c), P008702(gap3: 𛽔M157/𛾶M203~e)
0.0501	7	1	M377	𜋀	54	M387	𜋾	362	P008053(gap3: 𜋅M377~e/𜌁M387~c), P008216(gap3: 𜋀M377/𜋾M387), P008430(gap2: 𜋀M377/𜌆M387~ef), P008430(gap1: 𜋀M377/𜋾M387)
0.0499	7	1	M288	𜄱	458	M384	𜋨	43	P008252(gap2: 𜄱M288/𜋨M384), P008369(gap3: 𜄱M288/𜋨M384), P008510(gap2: 𜄱M288/𜋨M384), P008666(gap2: 𜄱M288/𜋭M384~d)
0.0467	7	1	M305	𜆡	123	M346	𜈽	183	P008004(gap3: 𜆡M305/𜈽M346), P008076(gap1: 𜆡M305/𜉄M346~b), P008123(gap3: 𜆡M305/𜈽M346), P008123(gap1: 𜆡M305/𜈽M346)
0.0462	7	1	M124	𛻃	207	M367	𜊊	111	P008381(gap2: 𛻅M124~b/𜊊M367), P008490(gap3: 𛻃M124/𜊊M367), P008490(gap1: 𛻃M124/𜊊M367), P008790(gap3: 𛻃M124/𜊊M367)
0.0439	7	1	M124	𛻃	207	M305	𜆡	123	P008318(gap1: 𛻃M124/𜆡M305), P008770(gap1: 𛻃M124/𜆡M305), P008770(gap3: 𛻃M124/𜆡M305), P008785(gap1: 𛻃M124/𜆡M305)
0.0413	7	1	M009	𛵓	139	M124	𛻃	207	P008043(gap1: 𛵓M009/𛻃M124), P008135(gap3: 𛵓M009/𛻃M124), P008251(gap1: 𛵓M009/𛻃M124), P008251(gap1: 𛵓M009/𛻃M124)
0.0358	7	1	M009	𛵓	139	M388	𜌓	275	P008085(gap1: 𛵓M009/𜌓M388), P008108(gap1: 𛵓M009/𜌓M388), P008108(gap3: 𛵓M009/𜌓M388), P008117(gap1: 𛵓M009/𜌓M388)
0.0354	7	1	M376	𜊽	142	M388	𜌓	275	P008171(gap1: 𜊽M376/𜌓M388), P008171(gap2: 𜊽M376/𜌓M388), P008346(gap2: 𜊽M376/𜌓M388), P008429(gap3: 𜊽M376/𜌓M388)
0.1455	8	1	M046	𛷇	28	M370	𜊛	108	P008043(gap2: 𛷇M046/𜊛M370), P008043(gap2: 𛷇M046/𜊛M370), P008043(gap1: 𛷇M046/𜊛M370), P008043(gap1: 𛷇M046/𜊛M370)
0.1093	8	1	M243	𜁃	40	M263	𜃁	134	P008234(gap2: 𜁏M243~j/𜃁M263), P008239(gap2: 𜁈M243~e/𜃁M263), P008239(gap1: 𜁈M243~e/𜃁M263), P008354(gap1: 𜁏M243~j/𜃁M263)
0.1029	8	1	M346	𜈽	183	M362	𜉮	33	P008294(gap1: 𜈽M346/𜊁M362~a), P008294(gap1: 𜈿M346~a/𜊁M362~a), P008294(gap1: 𜈽M346/𜊁M362~a), P008294(gap2: 𜈿M346~a/𜊁M362~a)
0.0991	8	1	M218	𛿺	163	M352	𜉕	40	P008049(gap3: 𛿺M218/𜉚M352~n), P008049(gap1: 𛿺M218/𜉚M352~n), P008049(gap3: 𛿺M218/𜉚M352~n), P008069(gap1: 𛿺M218/𜉜M352~o)
0.0955	8	1	M056	𛷱	57	M305	𜆡	123	P008194(gap3: 𛷳M056~f/𜆡M305), P008790(gap1: 𛷳M056~f/𜆡M305), P008791(gap1: 𛷳M056~f/𜆡M305), P008792(gap1: 𛷳M056~f/𜆡M305)
0.0920	8	1	M057	𛷶	89	M371	𜊩	85	P008082(gap3: 𛷶M057/𜊩M371), P008105(gap2: 𛷶M057/𜊩M371), P008447(gap3: 𛷽M057~b1/𜊩M371), P009178(gap2: 𛷶M057/𜊩M371)
0.0913	8	1	M153	𛽆	42	M346	𜈽	183	P008123(gap1: 𛽆M153/𜈽M346), P008123(gap3: 𛽆M153/𜈽M346), P008291(gap1: 𛽆M153/𜈽M346), P008291(gap1: 𛽆M153/𜈽M346)
0.0866	8	1	M066	𛸗	79	M370	𜊛	108	P008040(gap3: 𛸗M066/𜊛M370), P008048(gap2: 𛸗M066/𜊛M370), P008105(gap2: 𛸗M066/𜊛M370), P008164(gap1: 𛸗M066/𜊛M370)
0.0842	8	1	M009	𛵓	139	M269	𜃪	65	P008283(gap2: 𛵓M009/𜃫M269~1), P008283(gap3: 𛵓M009/𜃪M269), P008283(gap2: 𛵓M009/𜃪M269), P008283(gap3: 𛵓M009/𜃪M269)
0.0815	8	1	M157	𛽔	332	M195	𛾢	29	P008044(gap2: 𛽔M157/𛾢M195), P008153(gap1: 𛽔M157/𛾢M195), P008631(gap3: 𛽔M157/𛾢M195), P008732(gap1: 𛽔M157/𛾢M195)
0.0810	8	1	M111	𛺑	48	M297	𜅸	203	P008046(gap2: 𛺑M111/𜅸M297), P008162(gap1: 𛺗M111~f/𜅸M297), P008162(gap3: 𛺗M111~f/𜅸M297), P008555(gap1: 𛺒M111~a/𜅻M297~b)
0.0783	8	1	M262	𜂼	38	M388	𜌓	275	P008067(gap2: 𜂼M262/𜌓M388), P008110(gap3: 𜂼M262/𜌓M388), P008110(gap1: 𜂼M262/𜌓M388), P008175(gap1: 𜂽M262~1/𜌓M388)
0.0719	8	1	M009	𛵓	139	M057	𛷶	89	P008085(gap2: 𛵓M009/𛷸M057~a), P008085(gap1: 𛵓M009/𛷸M057~a), P008383(gap1: 𛵓M009/𛷺M057~a2), P008383(gap2: 𛵓M009/𛷶M057)
0.0694	8	1	M157	𛽔	332	M352	𜉕	40	P008012(gap3: 𛽤M157~a/𜉗M352~c), P008060(gap2: 𛽔M157/𜉜M352~o), P008085(gap2: 𛽤M157~a/𜉞M352~s), P008136(gap2: 𛽔M157/𜉚M352~n)
0.0667	8	1	M054	𛷪	182	M066	𛸗	79	P008391(gap3: 𛷪M054/𛸘M066~a), P008391(gap1: 𛷪M054/𛸘M066~a), P008538(gap2: 𛷪M054/𛸚M066~a2), P008621(gap3: 𛷪M054/𛸗M066)
0.0656	8	1	M377	𜋀	54	M388	𜌓	275	P008053(gap2: 𜋅M377~e/𜌓M388), P008082(gap3: 𜋀M377/𜌓M388), P008112(gap1: 𜋅M377~e/𜌓M388), P008164(gap1: 𜋅M377~e/𜌓M388)
0.0649	8	1	M153	𛽆	42	M387	𜋾	362	P008003(gap2: 𛽆M153/𜌁M387~c), P008093(gap1: 𛽆M153/𜋿M387~a), P008865(gap2: 𛽆M153/𜋾M387), P008865(gap3: 𛽆M153/𜋾M387)
0.0645	8	1	M032	𛶃	56	M388	𜌓	275	P008185(gap3: 𛶃M032/𜌓M388), P008185(gap2: 𛶃M032/𜌓M388), P008185(gap1: 𛶃M032/𜌓M388), P008185(gap3: 𛶃M032/𜌓M388)
0.0643	8	1	M054	𛷪	182	M371	𜊩	85	P008043(gap3: 𛷪M054/𜊩M371), P008043(gap2: 𛷪M054/𜊩M371), P008108(gap1: 𛷪M054/𜊩M371), P008688(gap3: 𛷪M054/𜊩M371)
0.0627	8	1	M057	𛷶	89	M346	𜈽	183	P008012(gap1: 𛷹M057~a1/𜈽M346), P008378(gap3: 𛸀M057~f/𜈽M346), P008454(gap1: 𛷶M057/𜈽M346), P008454(gap1: 𛷶M057/𜈽M346)
0.0564	8	1	M096	𛹜	44	M288	𜄱	458	P008296(gap1: 𛹜M096/𜄱M288), P008484(gap1: 𛹜M096/𜄱M288), P008688(gap2: 𛹜M096/𜄱M288), P008914(gap2: 𛹜M096/𜄱M288)
0.0557	8	1	M038	𛶡	57	M387	𜋾	362	P008068(gap1: 𛶢M038~a1/𜌂M387~ca), P008207(gap3: 𛶣M038~a2/𜋾M387), P008207(gap2: 𛶣M038~a2/𜋾M387), P008396(gap2: 𛶥M038~b1/𜋾M387)
0.0541	8	1	M218	𛿺	163	M263	𜃁	134	P008049(gap1: 𛿺M218/𜃁M263), P008049(gap3: 𛿺M218/𜃁M263), P008070(gap1: 𛿺M218/𜃁M263), P008081(gap1: 𛿺M218/𜃂M263~1)
0.0526	8	1	M218	𛿺	163	M376	𜊽	142	P008008(gap1: 𛿺M218/𜊽M376), P008008(gap2: 𛿺M218/𜊽M376), P008051(gap2: 𛿺M218/𜊽M376), P008346(gap2: 𛿺M218/𜊽M376)
0.0500	8	1	M032	𛶃	56	M288	𜄱	458	P008081(gap3: 𛶄M032~a/𜄱M288), P008185(gap1: 𛶃M032/𜄱M288), P008185(gap2: 𛶃M032/𜄱M288), P008346(gap1: 𛶃M032/𜄻M288~g)
0.0495	8	1	M038	𛶡	57	M288	𜄱	458	P008014(gap1: 𛶨M038~e/𜄱M288), P008055(gap1: 𛶥M038~b1/𜄱M288), P008152(gap1: 𛶬M038~i/𜄱M288), P008297(gap3: 𛶨M038~e/𜄱M288)
0.0494	8	1	M066	𛸗	79	M157	𛽔	332	P008014(gap2: 𛸘M066~a/𛽔M157), P008024(gap1: 𛸘M066~a/𛽔M157), P008039(gap3: 𛸗M066/𛽔M157), P008049(gap3: 𛸗M066/𛽔M157)
0.0485	8	1	M157	𛽔	332	M354	𜉠	82	P008619(gap2: 𛽔M157/𜉠M354), P008692(gap3: 𛽤M157~a/𜉠M354), P008694(gap3: 𛽤M157~a/𜉠M354), P008715(gap1: 𛽔M157/𜉠M354)
0.0463	8	1	M218	𛿺	163	M346	𜈽	183	P008048(gap1: 𛿺M218/𜈽M346), P008222(gap1: 𛿺M218/𜈽M346), P008454(gap3: 𛿺M218/𜈽M346), P008454(gap1: 𛿺M218/𜈽M346)
0.0438	8	1	M054	𛷪	182	M346	𜈽	183	P008244(gap2: 𛷪M054/𜈽M346), P008284(gap2: 𛷰M054~i/𜉅M346~c), P008439(gap2: 𛷰M054~i/𜈽M346), P008439(gap1: 𛷰M054~i/𜈽M346)
0.0411	8	1	M124	𛻃	207	M346	𜈽	183	P008007(gap3: 𛻃M124/𜈽M346), P008007(gap1: 𛻃M124/𜈽M346), P008007(gap2: 𛻃M124/𜈽M346), P008135(gap1: 𛻃M124/𜈽M346)
0.1333	9	1	M002	𛴾	34	M263	𜃁	134	P008139(gap3: 𛴾M002/𜃁M263), P008139(gap1: 𛴾M002/𜃁M263), P008151(gap3: 𛴾M002/𜃆M263~b1), P008151(gap1: 𛴾M002/𜃆M263~b1)
0.1250	9	1	M370	𜊛	108	M373	𜊲	48	P008043(gap1: 𜊛M370/𜊲M373), P008043(gap3: 𜊛M370/𜊲M373), P008043(gap2: 𜊛M370/𜊲M373), P008043(gap1: 𜊛M370/𜊲M373)
0.1147	9	1	M059	𛸅	70	M136	𛻰	88	P008443(gap1: 𛸅M059/𛼃M136~n), P008736(gap3: 𛸅M059/𛼇M136~r), P008759(gap1: 𛸅M059/𛻽M136~h), P008759(gap1: 𛸅M059/𛻷M136~b)
0.1091	9	1	M072	𛸧	63	M370	𜊛	108	P008040(gap3: 𛸧M072/𜊛M370), P008043(gap2: 𛸧M072/𜊛M370), P008043(gap2: 𛸧M072/𜊛M370), P008105(gap3: 𛸧M072/𜊛M370)
0.0994	9	1	M054	𛷪	182	M210	𛿙	45	P008233(gap3: 𛷰M054~i/𛿣M210~m), P008277(gap3: 𛷪M054/𛿙M210), P008310(gap3: 𛷪M054/𛿞M210~d), P008310(gap1: 𛷪M054/𛿞M210~d)
0.0992	9	1	M203	𛾳	58	M376	𜊽	142	P008015(gap1: 𛾳M203~a/𜊾M376~a), P008015(gap2: 𛾳M203~a/𜊿M376~b), P008015(gap1: 𛾳M203~a/𜊿M376~b), P008119(gap1: 𛾳M203~a/𜊽M376)
0.0963	9	1	M054	𛷪	182	M373	𜊲	48	P008043(gap1: 𛷪M054/𜊲M373), P008043(gap1: 𛷪M054/𜊲M373), P008043(gap3: 𛷪M054/𜊲M373), P008043(gap3: 𛷪M054/𜊲M373)
0.0916	9	1	M003	𛵁	53	M054	𛷪	182	P008105(gap1: 𛵂M003~b/𛷪M054), P008310(gap3: 𛵂M003~b/𛷪M054), P008310(gap1: 𛵂M003~b/𛷪M054), P008310(gap3: 𛵂M003~b/𛷪M054)
0.0843	9	1	M263	𜃁	134	M371	𜊩	85	P008004(gap2: 𜃂M263~1/𜊩M371), P008007(gap3: 𜃂M263~1/𜊩M371), P008108(gap2: 𜃁M263/𜊩M371), P008122(gap3: 𜃁M263/𜊩M371)
0.0795	9	1	M046	𛷇	28	M288	𜄱	458	P008043(gap1: 𛷇M046/𜄱M288), P008043(gap2: 𛷇M046/𜄱M288), P008043(gap2: 𛷇M046/𜄱M288), P008043(gap2: 𛷇M046/𜄱M288)
0.0778	9	1	M004	𛵅	37	M387	𜋾	362	P008126(gap1: 𛵅M004/𜋾M387), P008126(gap2: 𛵅M004/𜋾M387), P008216(gap2: 𛵅M004/𜋾M387), P008445(gap3: 𛵅M004/𜋾M387)
0.0713	9	2	M036+N30D	𛶔	48	M157	𛽔	332	P008156(gap2: 𛶔M036+N30D/𛽔M157), P008157(gap2: 𛶔M036+N30D/𛽔M157), P008168(gap2: 𛶔M036+N30D/𛽔M157), P008402(gap2: 𛶔M036+N30D/𛽤M157~a)
0.0642	9	1	M054	𛷪	182	M370	𜊛	108	P008043(gap1: 𛷪M054/𜊛M370), P008043(gap2: 𛷪M054/𜊛M370), P008043(gap3: 𛷪M054/𜊛M370), P008043(gap3: 𛷪M054/𜊛M370)
0.0641	9	1	M009	𛵓	139	M376	𜊽	142	P008171(gap2: 𛵓M009/𜊽M376), P008171(gap1: 𛵓M009/𜊽M376), P008383(gap3: 𛵓M009/𜊽M376), P008543(gap2: 𛵓M009/𜊽M376)
0.0627	9	1	M010	𛵜	57	M387	𜋾	362	P008279(gap3: 𛵜M010/𜋿M387~a), P008279(gap1: 𛵜M010/𜌆M387~ef), P008279(gap3: 𛵜M010/𜌆M387~ef), P008279(gap1: 𛵜M010/𜋿M387~a)
0.0598	9	1	M009	𛵓	139	M218	𛿺	163	P008006(gap2: 𛵓M009/𛿺M218), P008043(gap3: 𛵓M009/𛿺M218), P008454(gap1: 𛵓M009/𛿺M218), P008960(gap3: 𛵓M009/𛿺M218)
0.0566	9	1	M009	𛵓	139	M054	𛷪	182	P008043(gap2: 𛵓M009/𛷪M054), P008244(gap1: 𛵓M009/𛷪M054), P008439(gap2: 𛵓M009/𛷰M054~i), P008642(gap1: 𛵓M009/𛷰M054~i)
0.0532	9	1	M066	𛸗	79	M387	𜋾	362	P008355(gap3: 𛸗M066/𜋾M387), P008431(gap1: 𛸗M066/𜋿M387~a), P008566(gap2: 𛸗M066/𜋾M387), P008636(gap2: 𛸗M066/𜌆M387~ef)
0.0522	9	1	M354	𜉠	82	M387	𜋾	362	P008003(gap3: 𜉠M354/𜌁M387~c), P008003(gap1: 𜉠M354/𜌁M387~c), P008168(gap3: 𜉠M354/𜌁M387~c), P008172(gap1: 𜉠M354/𜌐M387~l)
0.0522	9	1	M370	𜊛	108	M388	𜌓	275	P008104(gap3: 𜊛M370/𜌓M388), P008104(gap1: 𜊛M370/𜌓M388), P008164(gap2: 𜊛M370/𜌓M388), P008318(gap2: 𜊛M370/𜌓M388)
0.0513	9	1	M371	𜊩	85	M387	𜋾	362	P008004(gap3: 𜊩M371/𜌁M387~c), P008040(gap3: 𜊩M371/𜋾M387), P008108(gap2: 𜊩M371/𜌄M387~ee), P008161(gap1: 𜊩M371/𜌆M387~ef)
0.0503	9	1	M059	𛸅	70	M288	𜄱	458	P008252(gap2: 𛸇M059~a/𜄱M288), P008255(gap1: 𛸅M059/𜄱M288), P008705(gap1: 𛸅M059/𜄱M288), P008844(gap1: 𛸅M059/𜄱M288)
0.0495	9	1	M218	𛿺	163	M297	𜅸	203	P008005(gap2: 𛿺M218/𜅸M297), P008110(gap1: 𛿺M218/𜅸M297), P008141(gap1: 𛿺M218/𜅻M297~b), P008172(gap1: 𛿺M218/𜅻M297~b)
0.0469	9	1	M263	𜃁	134	M388	𜌓	275	P008108(gap3: 𜃁M263/𜌓M388), P008234(gap1: 𜃁M263/𜌓M388), P008314(gap1: 𜃂M263~1/𜌓M388), P008952(gap3: 𜃁M263/𜌓M388)
0.1808	10	1	M009	𛵓	139	M195+M057	𛾥	22	P008718(gap2: 𛵓M009/𛾥M195+M057), P008719(gap2: 𛵓M009/𛾥M195+M057), P008720(gap2: 𛵓M009/𛾥M195+M057), P008724(gap2: 𛵓M009/𛾥M195+M057)
0.1265	10	1	M149	𛼰	44	M376	𜊽	142	P008001(gap2: 𛼰M149~a/𜊽M376), P008015(gap3: 𛼰M149~a/𜊿M376~b), P008015(gap2: 𛼰M149~a/𜊿M376~b), P008119(gap3: 𛼰M149~a/𜊽M376)
0.0972	10	1	M066	𛸗	79	M263	𜃁	134	P008049(gap2: 𛸗M066/𜃁M263), P008060(gap3: 𛸘M066~a/𜃁M263), P008070(gap1: 𛸗M066/𜃁M263), P008144(gap2: 𛸗M066/𜃂M263~1)
0.0901	10	1	M002	𛴾	34	M387	𜋾	362	P008139(gap2: 𛴾M002/𜋾M387), P008183(gap2: 𛵀M002~b/𜌆M387~ef), P008189(gap2: 𛴾M002/𜌂M387~ca), P008279(gap1: 𛴾M002/𜋿M387~a)
0.0633	10	1	M297	𜅸	203	M305	𜆡	123	P008308(gap1: 𜅸M297/𜆡M305), P008308(gap3: 𜅸M297/𜆡M305), P008431(gap3: 𜅸M297/𜆡M305), P008557(gap1: 𜅸M297/𜆡M305)
0.0619	10	1	M010	𛵜	57	M288	𜄱	458	P008252(gap1: 𛵞M010~2/𜄱M288), P008252(gap3: 𛵞M010~2/𜄱M288), P008270(gap1: 𛵝M010~1/𜄱M288), P008350(gap1: 𛵢M010~6/𜄱M288)
0.0557	10	1	M001	𛴺	89	M387	𜋾	362	P008018(gap1: 𛴺M001/𜌁M387~c), P008240(gap2: 𛴺M001/𜋾M387), P008243(gap2: 𛴺M001/𜋾M387), P008322(gap2: 𛴺M001/𜌋M387~h)
0.0507	10	1	M288	𜄱	458	M371	𜊩	85	P008043(gap1: 𜄱M288/𜊩M371), P008043(gap1: 𜄱M288/𜊩M371), P008043(gap3: 𜄱M288/𜊩M371), P008105(gap1: 𜄱M288/𜊩M371)
0.0506	10	1	M370	𜊛	108	M387	𜋾	362	P008040(gap2: 𜊛M370/𜋾M387), P008193(gap2: 𜊛M370/𜋾M387), P008318(gap1: 𜊛M370/𜌎M387~i), P008318(gap1: 𜊛M370/𜌎M387~i)
0.0504	10	1	M006	𛵉	86	M288	𜄱	458	P008020(gap1: 𛵈M005~a/𜄱M288), P008105(gap2: 𛵈M005~a/𜄱M288), P008105(gap3: 𛵈M005~a/𜄱M288), P008105(gap3: 𛵈M005~a/𜄱M288)
0.0498	10	1	M136	𛻰	88	M288	𜄱	458	P008041(gap3: 𛻰M136/𜄱M288), P008041(gap2: 𛻰M136/𜄱M288), P008041(gap3: 𛻷M136~b/𜄱M288), P008152(gap2: 𛻸M136~c/𜄱M288)
