score	num_documents	min_gap	sign_a	glyph_a	freq_a	sign_b	glyph_b	freq_b	VERTICAL neighbor examples_with_actual_glyphs
0.0816	2	1	M103	𛹸	24	M217	𛿯	25	P008621(gap3: 𛹸M103/𛿯M217), P368483(gap1: 𛹻M103~3/𛿯M217)
0.0815	2	1	M006	𛵉	86	M176	𛾍	7	P008205(gap1: 𛵈M005~a/𛾎M176~b), P008985(gap3: 𛵉M006/𛾍M176)
0.0811	2	2	M145	𛼙	32	M314	𜇏	19	P008085(gap2: 𛼚M145~a/𜇏M314), P008338(gap3: 𛼙M145/𜇏M314)
0.0808	2	1	M002	𛴾	34	M379	𜋊	18	P008182(gap1: 𛵀M002~b/𜋋M379~c), P008183(gap1: 𛵀M002~b/𜋌M379~d)
0.0806	2	1	M096	𛹜	44	M250	𜁺	14	P008061(gap1: 𛹜M096/𜁻M250~ba), P008061(gap1: 𛹜M096/𜁻M250~ba), P368489(gap1: 𛹜M096/𜁻M250~ba), P368489(gap3: 𛹜M096/𜁻M250~ba)
0.0806	2	3	M029	𛵷	22	M383	𜋜	28	P272825(gap3: 𛵹M029~b/𜋟M383~c), P368481(gap3: 𛵹M029~b/𜋜M383)
0.0801	2	1	M057	𛷶	89	M281	𜄖	7	P008059(gap2: 𛷶M057/𜄚M281~f), P008064(gap1: 𛷶M057/𜄖M281~a)
0.0801	2	1	M036+N14	𛶏	13	M111	𛺑	48	P008156(gap3: 𛶏M036+N14/𛺓M111~b), P008453(gap1: 𛶏M036+N14/𛺑M111)
0.0800	2	1	M101	𛹪	25	M348	𜉈	25	P008765(gap3: 𛹪M101/𜉈M348), P008875(gap1: 𛹪M101/𜉈M348)
0.0797	2	1	M072	𛸧	63	M369	𜊘	10	P008105(gap2: 𛸧M072/𜊘M369), P009253(gap1: 𛸧M072/𜊙M369~a)
0.0797	2	1	M125	𛻇	21	M175	𛽹	30	P008685(gap2: 𛻉M125~b/𛽹M175), P009442(gap1: 𛻇M125/𛽹M175)
0.0797	2	1	M024	𛵮	35	M295	𜅘	18	P008958(gap2: 𛵮M024/𜅥M295~i), P009251(gap1: 𛵮M024/𜅘M295)
0.0796	2	1	M066	𛸗	79	M372	𜊯	8	P008239(gap2: 𛸗M066/𜊯M372), P009375(gap1: 𛸗M066/𜊯M372)
0.0793	2	1	M003	𛵁	53	M193	𛾚	12	P008322(gap1: 𛵁M003/𛾟M193~f), P008921(gap1: 𛵂M003~b/𛾚M193)
0.0791	2	1	M318	𜇩	16	M352	𜉕	40	P008060(gap2: 𜇫M318~a1/𜉜M352~o), P009177(gap1: 𜇪M318~a/𜉚M352~n)
0.0791	2	1	M223	𜀕	16	M352	𜉕	40	P008444(gap2: 𜀗M223~b/𜉚M352~n), P009048(gap1: 𜀕M223/𜉙M352~h), P009048(gap2: 𜀕M223/𜉙M352~h), P009048(gap2: 𜀕M223/𜉙M352~h)
0.0791	2	2	M242	𜀺	16	M352	𜉕	40	P009089(gap3: 𜁂M242~n/𜉚M352~n), P368486(gap2: 𜀻M242~ab/𜉜M352~o)
0.0784	2	1	M248	𜁨	13	M327	𜈙	50	P008541(gap1: 𜁯M248~f/𜈙M327), P009049(gap3: 𜁰M248~g/𜈙M327)
0.0783	2	2	M218	𛿺	163	M226	𜀞	4	P008069(gap3: 𛿺M218/𜀞M226~c), P008979(gap2: 𛿺M218/𜀟M226~ca)
0.0783	2	1	M115	𛺴	4	M218	𛿺	163	P008081(gap1: 𛺵M115~a/𛿺M218), P008428(gap1: 𛺵M115~a/𛿺M218)
0.0776	2	1	M024	𛵮	35	M296	𜅴	19	P008083(gap1: 𛵮M024/𜅴M296), P009174(gap1: 𛵯M024~1/𜅴M296)
0.0776	2	1	M024	𛵮	35	M314	𜇏	19	P008085(gap3: 𛵮M024/𜇏M314), P008085(gap1: 𛵮M024/𜇏M314), P234794(gap1: 𛵮M024/𜇏M314)
0.0774	2	1	M219	𜀈	29	M386	𜋸	23	P008069(gap1: 𜀈M219/𜋺M386~a), P008319(gap1: 𜀈M219/𜋺M386~a)
0.0773	2	1	M036+N24	𛶐	5	M263	𜃁	134	P008297(gap2: 𛶐M036+N24/𜃃M263~a), P008297(gap1: 𛶐M036+N24/𜃃M263~a), P009303(gap1: 𛶐M036+N24/𜃈M263~f)
0.0772	2	1	M032	𛶃	56	M251	𜂁	12	P008085(gap1: 𛶄M032~a/𜂂M251~c), P008085(gap2: 𛶃M032/𜂂M251~c), P008490(gap1: 𛶃M032/𜂃M251~c2)
0.0767	2	1	M371	𜊩	85	M393	𜌘	8	P008944(gap3: 𜊩M371/𜌙M393~b), P009283(gap1: 𜊩M371/𜌛M393~f)
0.0767	2	2	M205	𛾸	20	M292	𜅊	34	P008981(gap3: 𛾺M205~b/𜅊M292), P009214(gap2: 𛾽M205~g/𜅊M292)
0.0762	2	2	M003	𛵁	53	M248	𜁨	13	P008343(gap2: 𛵂M003~b/𜁫M248~c), P008894(gap2: 𛵂M003~b/𜁰M248~g)
0.0759	2	2	M009	𛵓	139	M362+M059	𜉳	5	P008283(gap3: 𛵓M009/𜉳M362+M059), P008295(gap2: 𛵓M009/𜉴M362+M059~d), P008295(gap3: 𛵓M009/𜉴M362+M059~d)
0.0758	2	2	M247	𜁞	29	M317	𜇟	24	P008041(gap2: 𜁤M247~f/𜇦M317~e), P008834(gap2: 𜁞M247/𜇟M317)
0.0756	2	1	M101	𛹪	25	M146	𛼢	28	P008093(gap2: 𛹫M101~b/𛼢M146), P008161(gap1: 𛹪M101/𛼢M146)
0.0756	2	3	M105	𛹾	25	M383	𜋜	28	P008322(gap3: 𛹿M105~a/𜋥M383~k), P008322(gap3: 𛹿M105~a/𜋥M383~k), P272825(gap3: 𛹿M105~a/𜋜M383)
0.0755	2	1	M051	𛷣	27	M207	𛿈	26	P008229(gap3: 𛷣M051~a/𛿍M207~e), P009049(gap1: 𛷥M051~c/𛿎M207~f)
0.0750	2	3	M066	𛸗	79	M370+M388+M370	𜊟	9	P008105(gap3: 𛸗M066/𜊟M370+M388+M370), P009183(gap3: 𛸗M066/𜊟M370+M388+M370)
0.0749	2	1	M254	𜂔	31	M259	𜂣	23	P008455(gap1: 𜂕M254~a/𜂣M259), P008455(gap3: 𜂕M254~a/𜂣M259), P009018(gap2: 𜂕M254~a/𜂣M259)
0.0745	2	1	M243	𜁃	40	M379	𜋊	18	P008245(gap3: 𜁏M243~j/𜋎M379~g), P009239(gap3: 𜁏M243~j/𜋋M379~c), P009239(gap1: 𜁏M243~j/𜋋M379~c)
0.0745	2	3	M175	𛽹	30	M317	𜇟	24	P008429(gap3: 𛽹M175/𜇟M317), P272825(gap3: 𛽹M175/𜇟M317)
0.0745	2	2	M210	𛿙	45	M328	𜈧	16	P008476(gap3: 𛿙M210/𜈨M328~c), P008839(gap2: 𛿝M210~c/𜈧M328~b)
0.0741	2	1	M054	𛷪	182	M175+M131	𛽻	4	P008105(gap3: 𛷪M054/𛽻M175+M131), P008432(gap1: 𛷪M054/𛽼M175+M131~d)
0.0741	2	1	M032	𛶃	56	M377+M377	𜋂	13	P008438(gap2: 𛶃M032/𜋇M377~e+M377~e), P009253(gap1: 𛶃M032/𜋂M377+M377)
0.0741	2	2	M054	𛷪	182	M447	𜌸	4	P008638(gap3: 𛷪M054/𜌸M447), P008638(gap2: 𛷪M054/𜌸M447), P008881(gap2: 𛷪M054/𜌺M447~c)
0.0735	2	2	M010	𛵜	57	M291	𜅇	13	P008298(gap2: 𛵜M010/𜅇M291), P008298(gap3: 𛵜M010/𜅇M291), P008321(gap2: 𛵞M010~2/𜅇M291)
0.0733	2	3	M240	𜀰	24	M254	𜂔	31	P008241(gap3: 𜀶M240~e/𜂕M254~a), P008477(gap3: 𜀰M240/𜂔M254)
0.0731	2	1	M195+M057	𛾥	22	M292	𜅊	34	P008727(gap1: 𛾥M195+M057/𜅊M292), P008730(gap1: 𛾥M195+M057/𜅌M292~c)
0.0728	2	1	M203	𛾳	58	M377+M377	𜋂	13	P009058(gap3: 𛾵M203~d/𜋂M377+M377), P009325(gap1: 𛾴M203~c/𜋂M377+M377)
0.0725	2	1	M036	𛶎	95	M312	𜇇	8	P008234(gap3: 𛶎M036/𜇉M312~c), P008350(gap1: 𛶎M036/𜇇M312)
0.0725	2	1	M036	𛶎	95	M298	𜆁	8	P008623(gap1: 𛶎M036/𜆁M298), P008623(gap1: 𛶎M036/𜆁M298), P368552(gap2: 𛶎M036/𜆁M298)
0.0722	2	2	M373	𜊲	48	M380	𜋏	16	P008043(gap2: 𜊲M373/𜋐M380~b), P009183(gap3: 𜊲M373/𜋐M380~b)
0.0722	2	1	M103	𛹸	24	M145	𛼙	32	P008135(gap1: 𛹻M103~3/𛼞M145~d), P008135(gap2: 𛹻M103~3/𛼞M145~d), P498539(gap2: 𛹸M103/𛼚M145~a)
0.0722	2	1	M036+N30D	𛶔	48	M223	𜀕	16	P008752(gap2: 𛶔M036+N30D/𜀕M223), P008992(gap1: 𛶔M036+N30D/𜀘M223~c)
0.0722	2	1	M328	𜈧	16	M365	𜊅	48	P008782(gap1: 𜈧M328~b/𜊅M365), P008839(gap3: 𜈧M328~b/𜊅M365)
0.0721	2	2	M059	𛸅	70	M061	𛸍	11	P008926(gap2: 𛸅M059/𛸍M061), P008996(gap2: 𛸅M059/𛸍M061)
0.0719	2	2	M006	𛵉	86	M370+M388+M370	𜊟	9	P008105(gap2: 𛵈M005~a/𜊟M370+M388+M370), P009183(gap2: 𛵈M005~a/𜊟M370+M388+M370), P009183(gap2: 𛵈M005~a/𜊟M370+M388+M370)
0.0715	2	1	M246	𜁒	23	M292	𜅊	34	P008349(gap2: 𜁛M246~m/𜅏M292~f), P008349(gap1: 𜁛M246~m/𜅏M292~f), P008349(gap2: 𜁛M246~m/𜅏M292~f), P008349(gap2: 𜁛M246~m/𜅏M292~f)
0.0711	2	1	M149	𛼰	44	M323	𜈆	18	P008013(gap3: 𛼰M149~a/𜈆M323), P008013(gap3: 𛼰M149~a/𜈆M323), P008015(gap2: 𛼰M149~a/𜈈M323~a), P008015(gap3: 𛼰M149~a/𜈈M323~a)
0.0711	2	1	M096	𛹜	44	M295	𜅘	18	P008296(gap3: 𛹜M096/𜅘M295), P008484(gap1: 𛹜M096/𜅬M295~p)
0.0708	2	1	M038	𛶡	57	M080	𛹆	14	P008457(gap1: 𛶡M038~a/𛹉M080~ca), P008457(gap2: 𛶡M038~a/𛹉M080~ca), P009299(gap2: 𛶥M038~b1/𛹋M080~f)
0.0708	2	1	M038	𛶡	57	M158	𛽭	14	P008676(gap3: 𛶨M038~e/𛽲M158~h), P008982(gap1: 𛶨M038~e/𛽲M158~h)
0.0708	2	1	M056	𛷱	57	M417	𜌢	14	P008807(gap1: 𛷳M056~f/𜌣M417~e), P008808(gap1: 𛷳M056~f/𜌤M417~f)
0.0707	2	3	M205	𛾸	20	M325	𜈒	40	P008152(gap3: 𛾸M205/𜈕M325~e), P008759(gap3: 𛾻M205~c/𜈒M325)
0.0707	2	1	M057	𛷶	89	M310	𜇂	9	P008105(gap1: 𛷶M057/𜇂M310), P008105(gap1: 𛷶M057/𜇂M310), P009185(gap3: 𛷸M057~a/𜇂M310)
0.0705	2	2	M263	𜃁	134	M305+M320	𜆯	6	P008122(gap2: 𜃁M263/𜆯M305+M320), P008635(gap2: 𜃂M263~1/𜆯M305+M320)
0.0705	2	2	M263	𜃁	134	M296+M296	𜅵	6	P008161(gap3: 𜃁M263/𜅵M296+M296), P008940(gap2: 𜃂M263~1/𜅵M296+M296)
0.0705	2	1	M263	𜃁	134	M294	𜅗	6	P008234(gap3: 𜃁M263/𜅗M294~a), P008279(gap1: 𜃁M263/𜅗M294~a)
0.0705	2	1	M175+M136	𛽽	6	M263	𜃁	134	P008279(gap1: 𛽽M175+M136/𜃁M263), P008323(gap1: 𛽽M175+M136/𜃁M263)
0.0705	2	1	M263	𜃁	134	M356	𜉡	6	P008417(gap3: 𜃁M263/𜉡M356), P008626(gap1: 𜃁M263/𜉡M356)
0.0704	2	1	M081	𛹌	31	M207	𛿈	26	P008315(gap1: 𛹍M081~1/𛿌M207~d), P008315(gap2: 𛹍M081~1/𛿌M207~d), P008315(gap3: 𛹌M081/𛿌M207~d), P008315(gap1: 𛹌M081/𛿌M207~d)
0.0704	2	1	M081	𛹌	31	M265	𜃓	26	P008617(gap1: 𛹌M081/𜃓M265), P008976(gap1: 𛹌M081/𜃗M265~f), P008976(gap2: 𛹌M081/𜃗M265~f)
0.0703	2	1	M210	𛿙	45	M323	𜈆	18	P008262(gap2: 𛿙M210/𜈆M323), P008310(gap1: 𛿞M210~d/𜈆M323)
0.0703	2	1	M051	𛷣	27	M175	𛽹	30	P008759(gap3: 𛷣M051~a/𛽹M175), P272825(gap1: 𛷤M051~b/𛽹M175)
0.0703	2	2	M316	𜇖	15	M377	𜋀	54	P009028(gap2: 𜇖M316/𜋅M377~e), P009028(gap3: 𜇖M316/𜋀M377), P368482(gap2: 𜇖M316/𜋀M377)
0.0700	2	1	M112	𛺣	24	M292	𜅊	34	P009043(gap1: 𛺧M112~b/𜅊M292), P009043(gap1: 𛺧M112~b/𜅊M292), P009297(gap3: 𛺨M112~c/𜅏M292~f)
0.0699	2	1	M072	𛸧	63	M291	𜅇	13	P008082(gap1: 𛸧M072/𜅇M291), P008170(gap2: 𛸧M072/𜅇M291), P008170(gap2: 𛸧M072/𜅇M291), P008170(gap2: 𛸧M072/𜅇M291)
0.0699	2	2	M072	𛸧	63	M377+M377	𜋂	13	P008310(gap3: 𛸧M072/𜋇M377~e+M377~e), P009253(gap2: 𛸧M072/𜋂M377+M377)
0.0695	2	2	M124	𛻃	207	M308	𜆻	4	P008105(gap3: 𛻃M124/𜆻M308~e), P008105(gap2: 𛻃M124/𜆻M308~e), P009257(gap3: 𛻃M124/𜆼M308~f)
0.0695	2	1	M124	𛻃	207	M461	𜍄	4	P008188(gap2: 𛻃M124/𜍄M461), P008408(gap1: 𛻃M124/𜍆M461~q)
0.0690	2	1	M139	𛼌	21	M352	𜉕	40	P008012(gap1: 𛼌M139/𜉗M352~c), P008012(gap3: 𛼌M139/𜉗M352~c), P008784(gap1: 𛼌M139/𜉚M352~n)
0.0686	2	2	M369	𜊘	10	M371	𜊩	85	P008105(gap3: 𜊘M369/𜊩M371), P008958(gap2: 𜊘M369/𜊩M371)
0.0686	2	1	M004	𛵅	37	M320	𜇶	23	P008445(gap1: 𛵅M004/𜇶M320), P008448(gap1: 𛵅M004/𜇶M320)
0.0680	2	1	M351+N14	𜉎	18	M373	𜊲	48	P008105(gap3: 𜉎M351+N14/𜊲M373), P008490(gap1: 𜉎M351+N14/𜊳M373~a), P008490(gap2: 𜉎M351+N14/𜊳M373~a)
0.0680	2	1	M033	𛶈	18	M036+N30D	𛶔	48	P008157(gap1: 𛶈M033/𛶔M036+N30D), P009240(gap1: 𛶈M033/𛶔M036+N30D), P009240(gap3: 𛶈M033/𛶔M036+N30D)
0.0680	2	1	M033	𛶈	18	M111	𛺑	48	P008157(gap3: 𛶈M033/𛺖M111~e), P009231(gap1: 𛶈M033/𛺟M111~n)
0.0680	2	1	M328	𜈧	16	M377	𜋀	54	P008216(gap2: 𜈨M328~c/𜋀M377), P008476(gap1: 𜈨M328~c/𜋀M377)
0.0680	2	1	M036+N30D	𛶔	48	M379	𜋊	18	P008267(gap1: 𛶔M036+N30D/𜋋M379~c), P009367(gap1: 𛶔M036+N30D/𜋊M379)
0.0680	2	1	M111	𛺑	48	M323	𜈆	18	P009165(gap2: 𛺒M111~a/𜈋M323~i), P009165(gap3: 𛺒M111~a/𜈋M323~i), P009204(gap2: 𛺒M111~a/𜈋M323~i), P009204(gap1: 𛺒M111~a/𜈋M323~i)
0.0679	2	1	M046	𛷇	28	M254	𜂔	31	P008051(gap3: 𛷇M046/𜂔M254), P008432(gap1: 𛷇M046/𜂔M254)
0.0679	2	1	M146	𛼢	28	M254	𜂔	31	P008093(gap1: 𛼢M146/𜂕M254~a), P008271(gap3: 𛼥M146~2/𜂕M254~a)
0.0679	2	2	M122	𛺹	31	M383	𜋜	28	P008776(gap2: 𛺽M122~4/𜋜M383), P009067(gap3: 𛺹M122/𜋜M383)
0.0677	2	1	M048	𛷋	38	M259	𜂣	23	P008430(gap2: 𛷌M048~d/𜂣M259), P009041(gap2: 𛷐M048~k/𜂣M259), P009041(gap1: 𛷐M048~k/𜂣M259), P009041(gap3: 𛷐M048~k/𜂣M259)
0.0670	2	1	M057	𛷶	89	M369	𜊘	10	P008448(gap1: 𛷼M057~b/𜊘M369), P009201(gap3: 𛷸M057~a/𜊘M369)
0.0667	2	1	M205	𛾸	20	M210	𛿙	45	P008759(gap1: 𛾻M205~c/𛿙M210), P009143(gap1: 𛾼M205~d/𛿛M210~b)
0.0662	2	1	M010	𛵜	57	M380	𜋏	16	P008387(gap2: 𛵞M010~2/𜋏M380), P008405(gap1: 𛵞M010~2/𜋏M380)
0.0661	2	2	M346	𜈽	183	M359	𜉨	5	P008145(gap2: 𜈽M346/𜉨M359), P008840(gap2: 𜈽M346/𜉨M359)
0.0660	2	1	M099	𛹧	17	M377	𜋀	54	P008112(gap1: 𛹧M099/𜋅M377~e), P008416(gap3: 𛹧M099/𜋀M377)
0.0659	2	1	M352	𜉕	40	M386	𜋸	23	P008049(gap1: 𜉚M352~n/𜋺M386~a), P368486(gap3: 𜉜M352~o/𜋺M386~a)
0.0659	2	1	M243	𜁃	40	M386	𜋸	23	P008245(gap1: 𜁏M243~j/𜋺M386~a), P008979(gap2: 𜁃M243/𜋺M386~a)
0.0654	2	1	M370+M388	𜊛𜌓	11	M371	𜊩	85	P008043(gap2: 𜊣M370~b+M388/𜊩M371), P008043(gap1: 𜊣M370~b+M388/𜊩M371), P008490(gap1: 𜊣M370~b+M388/𜊩M371), P008490(gap2: 𜊣M370~b+M388/𜊩M371)
0.0654	2	1	M371	𜊩	85	M390	𜌕	11	P008446(gap1: 𜊩M371/𜌕M390), P009552(gap2: 𜊩M371/𜌕M390), P009552(gap3: 𜊩M371/𜌕M390)
0.0651	2	1	M102	𛹬	41	M246	𜁒	23	P008349(gap1: 𛹮M102~d/𜁛M246~m), P008349(gap3: 𛹮M102~d/𜁛M246~m), P008349(gap1: 𛹮M102~d/𜁛M246~m), P009043(gap1: 𛹬M102~a/𜁜M246~o)
0.0650	2	2	M006	𛵉	86	M370+M388	𜊛𜌓	11	P008105(gap2: 𛵈M005~a/𜊣M370~b+M388), P009183(gap3: 𛵈M005~a/𜊣M370~b+M388)
0.0650	2	1	M006	𛵉	86	M134	𛻦	11	P008617(gap3: 𛵈M005~a/𛻨M134~b), P008985(gap1: 𛵉M006/𛻩M134~ba)
0.0650	2	1	M286	𜄭	22	M384	𜋨	43	P008759(gap1: 𜄭M286/𜋨M384), P008806(gap3: 𜄮M286~a/𜋨M384)
0.0645	2	1	M103	𛹸	24	M325	𜈒	40	P008119(gap3: 𛹹M103~1/𜈔M325~d), P008119(gap1: 𛹹M103~1/𜈔M325~d), P008152(gap1: 𛹸M103/𜈕M325~e)
0.0645	2	1	M206	𛾾	60	M252	𜂊	16	P008288(gap2: 𛿁M206~f/𜂐M252~qa), P008288(gap1: 𛿂M206~fa/𜂐M252~qa), P008288(gap1: 𛿁M206~f/𜂐M252~qa), P008288(gap1: 𛿂M206~fa/𜂐M252~qa)
0.0645	2	2	M206	𛾾	60	M242	𜀺	16	P008353(gap3: 𛾿M206~d/𜀼M242~b), P498539(gap2: 𛾿M206~d/𜀼M242~b)
0.0645	2	1	M205	𛾸	20	M304	𜆛	48	P008970(gap1: 𛾻M205~c/𜆛M304), P008981(gap1: 𛾺M205~b/𜆠M304~b)
0.0643	2	2	M153	𛽆	42	M340	𜈱	23	P008003(gap2: 𛽆M153/𜈱M340), P009238(gap3: 𛽆M153/𜈱M340)
0.0643	2	1	M153	𛽆	42	M320	𜇶	23	P008957(gap1: 𛽆M153/𜇶M320), P009383(gap1: 𛽆M153/𜇶M320), P009383(gap1: 𛽆M153/𜇶M320)
0.0643	2	2	M134	𛻦	11	M136	𛻰	88	P008322(gap2: 𛻧M134~a/𛻾M136~i), P009153(gap2: 𛻧M134~a/𛼁M136~l)
0.0643	2	1	M136	𛻰	88	M382	𜋔	11	P008657(gap1: 𛻰M136/𜋛M382~g), P008851(gap1: 𛻶M136~a/𜋕M382~a)
0.0643	2	3	M029	𛵷	22	M096	𛹜	44	P008740(gap3: 𛵸M029~a/𛹜M096), P368483(gap3: 𛵹M029~b/𛹜M096)
0.0642	2	2	M295	𜅘	18	M377	𜋀	54	P008053(gap2: 𜅯M295~u/𜋅M377~e), P009376(gap2: 𜅠M295~e/𜋅M377~e)
0.0642	2	1	M310	𜇂	9	M370	𜊛	108	P008105(gap2: 𜇂M310/𜊛M370), P008105(gap1: 𜇂M310/𜊛M370), P009185(gap1: 𜇂M310/𜊦M370~da)
0.0641	2	2	M009	𛵓	139	M351	𜉍	7	P008295(gap3: 𛵓M009/𜉒M351~c), P008439(gap2: 𛵓M009/𜉍M351)
0.0639	2	1	M001	𛴺	89	M134	𛻦	11	P008322(gap3: 𛴺M001/𛻧M134~a), P008617(gap1: 𛴺M001/𛻨M134~b)
0.0639	2	1	M001	𛴺	89	M152	𛽁	11	P008479(gap2: 𛴺M001/𛽁M152), P009468(gap1: 𛴺M001/𛽃M152~e)
0.0639	2	1	M075	𛸳	35	M383	𜋜	28	P008776(gap3: 𛸹M075~h/𜋜M383), P008961(gap1: 𛸷M075~g/𜋡M383~e)
0.0637	2	3	M203	𛾳	58	M374	𜊴	17	P008015(gap3: 𛾳M203~a/𜊵M374~c), P009013(gap3: 𛾴M203~c/𜊵M374~c)
0.0633	2	1	M006	𛵉	9	M367	𜊊	111	P008294(gap2: 𛵊M006@g/𜊋M367~a), P008294(gap2: 𛵊M006@g/𜊊M367), P008294(gap2: 𛵊M006@g/𜊋M367~a), P008294(gap2: 𛵊M006@g/𜊊M367)
0.0632	2	1	M325	𜈒	40	M348	𜉈	25	P008273(gap1: 𜈒M325/𜉈M348), P368490(gap2: 𜈒M325/𜉈M348)
0.0632	2	1	M105	𛹾	25	M325	𜈒	40	P008316(gap1: 𛹾M105/𜈒M325), P008322(gap2: 𛹿M105~a/𜈔M325~d), P008322(gap2: 𛹿M105~a/𜈒M325)
0.0630	2	1	M032	𛶃	56	M295	𜅘	18	P008085(gap2: 𛶄M032~a/𜅘M295), P008085(gap1: 𛶃M032/𜅘M295), P008634(gap3: 𛶃M032/𜅘M295)
0.0630	2	1	M111	𛺑	48	M264	𜃋	21	P008305(gap1: 𛺒M111~a/𜃋M264~a), P008305(gap1: 𛺒M111~a/𜃋M264~a), P008551(gap2: 𛺠M111~o/𜃋M264~a)
0.0630	2	2	M036+N30D	𛶔	48	M264	𜃋	21	P008551(gap2: 𛶔M036+N30D/𜃋M264~a), P008691(gap3: 𛶔M036+N30D/𜃌M264~a1)
0.0629	2	1	M149	𛼰	44	M246	𜁒	23	P008013(gap1: 𛼰M149~a/𜁙M246~g), P009043(gap3: 𛼲M149~a2/𜁜M246~o)
0.0628	2	2	M024	𛵮	35	M131	𛻛	29	P008271(gap2: 𛵮M024/𛻛M131), P008278(gap2: 𛵮M024/𛻡M131~g)
0.0626	2	1	M193	𛾚	12	M371	𜊩	85	P008004(gap1: 𛾝M193~ca/𜊩M371), P009537(gap1: 𛾚M193/𜊩M371)
0.0626	2	1	M251	𜂁	12	M371	𜊩	85	P008069(gap1: 𜂈M251~i/𜊩M371), P008490(gap3: 𜂃M251~c2/𜊩M371)
0.0626	2	1	M329	𜈩	12	M371	𜊩	85	P008495(gap1: 𜈩M329/𜊩M371), P368480(gap2: 𜈩M329/𜊩M371)
0.0624	2	2	M038	𛶡	57	M295	𜅘	18	P008085(gap2: 𛶬M038~i/𜅘M295), P008427(gap2: 𛶨M038~e/𜅡M295~ee)
0.0624	2	2	M038	𛶡	57	M323	𜈆	18	P008262(gap3: 𛶥M038~b1/𜈆M323), P009192(gap2: 𛶡M038~a/𜈋M323~i)
0.0623	2	3	M006	𛵉	86	M251	𜂁	12	P008085(gap3: 𛵈M005~a/𜂂M251~c), P008124(gap3: 𛵈M005~a/𜂂M251~c)
0.0623	2	3	M006	𛵉	86	M329	𜈩	12	P008105(gap3: 𛵈M005~a/𜈩M329), P008638(gap3: 𛵐M007~b/𜈩M329)
0.0617	2	1	M217	𛿯	25	M309	𜆽	42	P008612(gap2: 𛿯M217/𜇀M309~b), P008612(gap1: 𛿯M217/𜇀M309~b), P009343(gap2: 𛿴M217~ea/𜇁M309~d)
0.0617	2	2	M059	𛸅	70	M316	𜇖	15	P008689(gap2: 𛸋M059~f1/𜇖M316), P009152(gap3: 𛸅M059/𜇖M316)
0.0615	2	1	M136	𛻰	88	M193	𛾚	12	P008273(gap1: 𛼀M136~k/𛾚M193), P008322(gap2: 𛻰M136/𛾟M193~f)
0.0613	2	2	M102	𛹬	41	M136+M365	𛻳	26	P008788(gap2: 𛹮M102~d/𛻳M136+M365), P009043(gap3: 𛹬M102~a/𛻳M136+M365)
0.0613	2	1	M180	𛾑	13	M354	𜉠	82	P009037(gap3: 𛾑M180/𜉠M354), P009037(gap1: 𛾑M180/𜉠M354), P009037(gap2: 𛾑M180/𜉠M354), P009197(gap1: 𛾑M180/𜉠M354)
0.0612	2	1	M057	𛷶	89	M230	𜀮	12	P009178(gap1: 𛷶M057/𜀮M230), P009178(gap2: 𛷶M057/𜀮M230), P009257(gap2: 𛷼M057~b/𜀮M230)
0.0611	2	1	M263	𜃁	134	M312	𜇇	8	P008350(gap1: 𜃁M263/𜇇M312), P008350(gap3: 𜃁M263/𜇇M312), P008354(gap3: 𜃁M263/𜇇M312)
0.0609	2	2	M210	𛿙	45	M317	𜇟	24	P008759(gap3: 𛿙M210/𜇢M317~a), P008759(gap2: 𛿣M210~m/𜇟M317), P009357(gap2: 𛿜M210~ba/𜇧M317~g)
0.0609	2	1	M051	𛷣	27	M243	𜁃	40	P009030(gap3: 𛷥M051~c/𜁏M243~j), P009239(gap1: 𛷤M051~b/𜁏M243~j)
0.0607	2	1	M024	𛵮	35	M254	𜂔	31	P008051(gap1: 𛵮M024/𜂔M254), P008081(gap2: 𛵮M024/𜂕M254~a)
0.0607	2	1	M075	𛸳	35	M122	𛺹	31	P008776(gap1: 𛸹M075~h/𛺽M122~4), P009107(gap3: 𛸷M075~g/𛺹M122)
0.0605	2	1	M054	𛷪	182	M268	𜃦	6	P008233(gap1: 𛷰M054~i/𜃦M268~b), P008558(gap1: 𛷪M054/𜃨M268~d)
0.0605	2	1	M207	𛿈	26	M309	𜆽	42	P008283(gap1: 𛿒M207~n/𜆾M309~a), P008638(gap1: 𛿏M207~h/𜇁M309~d)
0.0603	2	1	M109	𛺌	4	M388	𜌓	275	P008082(gap1: 𛺌M109/𜌓M388), P008552(gap1: 𛺌M109/𜌓M388)
0.0603	2	1	M177	𛾏	4	M388	𜌓	275	P008236(gap1: 𛾏M177/𜌓M388), P009443(gap2: 𛾏M177/𜌓M388)
0.0603	2	1	M029	𛵷	22	M327	𜈙	50	P008621(gap2: 𛵹M029~b/𜈙M327), P368483(gap1: 𛵹M029~b/𜈙M327)
0.0602	2	1	M304	𜆛	48	M340	𜈱	23	P008162(gap1: 𜆛M304/𜈱M340), P008923(gap1: 𜆠M304~b/𜈱M340)
0.0602	2	3	M111	𛺑	48	M340	𜈱	23	P008162(gap3: 𛺗M111~f/𜈱M340), P008692(gap3: 𛺢M111~p/𜈱M340)
0.0602	2	1	M246	𜁒	23	M365	𜊅	48	P008404(gap1: 𜁓M246~a/𜊅M365), P009384(gap1: 𜁔M246~b/𜊅M365)
